Agency  	Station        	Station Name                                                                                                                                                                  	Agency Name              	State Name                    	County Name                   	  Latitude	Longitude                                	Result Value	R	HUC     	Param	Start Date	Start Time	End Date  	End Time	Sample Depth	UMK     	Replicate Number	CS	COMPOSITE_GRAB_NUMBER	CM	Primary Activity Category                                   	Secondary Activity Category
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34306	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34306	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 180000E-5  	 	20050000	34306	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 320000E-5  	 	20050000	34306	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0801-02        	KAULUWAI WELL 2 /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.149167	-157.018611                              	 200000E-6  	U	20050000	34306	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34311	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34311	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 200000E-6  	U	20050000	34311	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 200000E-6  	U	20050000	34311	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0801-02        	KAULUWAI WELL 2 /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.149167	-157.018611                              	 200000E-6  	U	20050000	34311	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34413	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34413	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 200000E-6  	U	20050000	34413	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 200000E-6  	U	20050000	34413	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0801-02        	KAULUWAI WELL 2 /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.149167	-157.018611                              	 200000E-6  	U	20050000	34413	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 300000E-6  	 	20050000	34418	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34418	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 300000E-6  	 	20050000	34418	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 200000E-6  	 	20050000	34418	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0801-02        	KAULUWAI WELL 2 /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.149167	-157.018611                              	 200000E-6  	U	20050000	34418	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34423	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34423	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 300000E-6  	 	20050000	34423	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 200000E-6  	U	20050000	34423	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0801-02        	KAULUWAI WELL 2 /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.149167	-157.018611                              	 200000E-6  	U	20050000	34423	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 100000E-7  	U	20050000	34475	1985-04-24	      1016	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34475	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34475	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 200000E-6  	U	20050000	34475	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 200000E-6  	U	20050000	34475	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0801-02        	KAULUWAI WELL 2 /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.149167	-157.018611                              	 200000E-6  	U	20050000	34475	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0901-01        	KALUAKOI WELL /  /                                                                                                                                                            	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.150833	-157.025                                 	 100000E-7  	U	20050000	34475	1985-04-24	      0916	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0902-01        	DEL MONTE CORP. - KUALAPUU /  /                                                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.158056	-157.038333                              	 100000E-7  	U	20050000	34475	1985-06-26	      0858	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 500000E-6  	U	20050000	34485	1985-04-24	      1014	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34485	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34485	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 200000E-6  	U	20050000	34485	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 200000E-6  	U	20050000	34485	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0801-02        	KAULUWAI WELL 2 /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.149167	-157.018611                              	 200000E-6  	U	20050000	34485	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0901-01        	KALUAKOI WELL /  /                                                                                                                                                            	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.150833	-157.025                                 	 500000E-6  	U	20050000	34485	1985-04-24	      0922	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0902-01        	DEL MONTE CORP. - KUALAPUU /  /                                                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.158056	-157.038333                              	 500000E-6  	U	20050000	34485	1985-06-26	      0902	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34497	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34497	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 200000E-6  	U	20050000	34497	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 200000E-6  	U	20050000	34497	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0801-02        	KAULUWAI WELL 2 /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.149167	-157.018611                              	 200000E-6  	U	20050000	34497	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34501	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34501	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 200000E-6  	U	20050000	34501	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 200000E-6  	U	20050000	34501	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0801-02        	KAULUWAI WELL 2 /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.149167	-157.018611                              	 200000E-6  	U	20050000	34501	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34506	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34506	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 200000E-6  	U	20050000	34506	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 200000E-6  	U	20050000	34506	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0801-02        	KAULUWAI WELL 2 /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.149167	-157.018611                              	 200000E-6  	U	20050000	34506	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34511	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34511	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 200000E-6  	U	20050000	34511	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 200000E-6  	U	20050000	34511	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0801-02        	KAULUWAI WELL 2 /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.149167	-157.018611                              	 200000E-6  	U	20050000	34511	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34517	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34517	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 200000E-6  	U	20050000	34517	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0457-01        	KAWELA DUG WELL /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.071944	-156.963889                              	 200000E-6  	U	20050000	34517	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0801-02        	KAULUWAI WELL 2 /  /                                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.149167	-157.018611                              	 200000E-6  	U	20050000	34517	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34532	1986-09-07	      2500	          	        	            	        	                	  	                     	B 	                                                            	
21HIWELL	0449-01        	UALAPUE WELL /  /                                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kalawao                       	 21.067222	-156.832778                              	 200000E-6  	U	20050000	34532	1987-03-15	      2500	          	        	            	        	                	  	                     	B 	                                                            	
