Agency  	Station        	Station Name                                                                                                                                                                  	Agency Name              	State Name                    	County Name                   	  Latitude	Longitude  	HUC     	Rchmile Segment	Miles Up Reach	Rchonoff	Rchname                                                     	Station Alias                           	Station Type                                                     	Station Depth	Depth Units         	S	G	Description
1119REG9	8000009        	PEARL HARBOR NEAR IROQUOIS PT. / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                      	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.337722	-157.973333	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN BOUY 11 WITH OLD PIER LINE ON IROQUOIS POINT. ALIGN UTILITY POLES ON WAIPIO PENINSULA ON WEST SIDE OF DEGAUSSING STATION AT ENTRANCE TO WEST LOCH. NAVSTA
1119REG9	8000010        	PEARL HARBOR NEAR IROQUOIS PT. / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                      	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.337833	-157.972028	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN BOUY 11 WITH OLD PIER LINE ON IROQUOIS POINT. 30 FEET FROM SHORE.  ALIGN POINT OF LAND AT WATER EDGE TO NORTH WITH EAST CORNER OF POWER PLANT. STORM DRAINAGE, APPROX. 10-10" TO 12" STORM DRAINS-EAST SIDE OF CHANNEL. HICKMAN AIR FORCE BASE.
1119REG9	8000011        	PEARL HARBOR EAST OF WAIPIO PT. / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                     	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.344722	-157.974167	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN NUN BOUY #2 WITH NORTH EDGE OF WHITE SIGN ON WEST SHORE OF WEST LOCH ALIGN CHANNEL SIDE OF PIER W21/22. SEWER LINE FROM OXIGEST SYSTEM. DEGAUSING STATION, WAIPIO PLANT.
1119REG9	8000012        	PEARL HARBOR EAST OF WAIPIO PT. / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                     	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.344583	-157.9725  	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN NUN BUOY #2 WITH NORTH EDGE OF WHITE SIGN ON WEST SHORE OF WEST LOCH ALIGN EAST EDGE OF FORD ISLAND FLIGHT TOWER WITH SOUTHWEST CORNER OF POWER PLANT. NAVSTA
1119REG9	8000013        	PEARL HARBOR EAST OF WAIPIO PT. / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                     	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.344444	-157.970333	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN NUN BUOY #2 WITH NORTH EDGE OF WHITE GIGN N WEST SHORE OF WEST LOCH ALIGN UTILITY POLES ON EAST SHORE. DRAINAGE-STORM DRAIN, 24" HICKMAN AIR FORCE BASE.
1119REG9	8000014        	PEARL HARBOR W. OF HOSPITAL PT. / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                     	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.349306	-157.973889	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN NORTH EDGE OF SIGNAL TOWER WITH NORTHWEST CORNER OF POWER PLANT. ALIGN LIGHT ON CHANNEL MARKER 18 WITH STACK ON BUILDING 40 ON FORD ISLAND OIL SLICKS NAVSTA
1119REG9	8000015        	PEARL HARBOR W. OF HOSPITAL PT. / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                     	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.349722	-157.972778	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN NORTH EDGE OF SIGNAL TOWER WITH NORTHWEST CORNER OF POWER PLANT. ALIGN EAST EDGE OF CHANNEL MARKER 18 WITH WEST EDGE OF FORD ISLAND FLIGHT TOWER. OIL SLICKS NAVSTA
1119REG9	8000016        	PEARL HARBOR W. OF HOSPITAL PT. / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                     	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.350139	-157.971111	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN NORTH EDGE OF SIGNAL TOWER WITH NORTHWEST CORNER OF POWER PLANT. ALIGN BOUY 16 WITH WEST EDGE OF CHANNEL MARKER 18. SEWER OUTFALL - 10" LINE. STORM DRAINAGE - 2 12" LINES. PWC
1119REG9	8000017        	PEARL HBR BTWN WAIPIO PEN & FORD / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                    	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	  21.36125	-157.974806	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN BOUY NO. 39 AND FLIGHT CONTROL TOWER ON FORD ISLAND. ALIGN NORTH EDGE OF SECOND SHORESIDE ANCHOR BUOY SOUTH OF DEGAUSSING STATION WITH FLAG POLE AT SAME. IRRIGATION HOLDING PONDS (2). OAHU SUGAR, NAD. SEWER LINE FROM OXIGEST SYSTEM. DEGAUSING FACILITY.
1119REG9	8000018        	PEARL HBR BTWN WAIPIO PEN & FORD / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                    	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.361444	-157.973611	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN BOUY 39 AND FLIGHT CONTROL TOWER ON FORD ISLAND. SOUTHERN EDGE BUNKER HOUSE (BOUY NO.18) WITH CHRISTMAS-LIKE PINE TREE. SEWER LINE FROM OXIGEST SYSTEM. DEGAUSING FACILITY.
1119REG9	8000019        	PEARL HBR BTWN WAIPIO PEN & FORD / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                    	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.361806	-157.972222	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN BOUY NO. 39 AND FLIGHT CONTROL TOWER ON FORD ISLAND. 10 FEET SHORESIDE OF THE BOUY NO. 39. SEWAGE OUTFALL. FORD ISLAND SEWAGE PLANT.
1119REG9	8000020        	PEARL HBR BTWN WIAPIO PEN & FORD / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                    	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.362861	-157.9755  	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	FIRST RANGE SOUTH OF SEWER OUTFALL - LIGNT NAVIGATION POLE WITH WHITE TANK ON HILL. BOUY 40 WITH MARKER 18. IRRIGATION HOLDING POND. OAHU SUGAR, NAD.
1119REG9	8000021        	PEARL HBR BTWN WIAPIO PEN & FORD / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                    	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	    21.363	-157.974083	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	FIRST RANGE SOUTH OF SEWER OUTFALL - LIGHT NAVIGATION POLE WITH WHITE TANK ON HILL. MARKER 18 WITH PINE TREE IN BACK. NAVSTA
1119REG9	8000022        	PEARL HBR BTWN WIAPIO PEN & FORD / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                    	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.363222	-157.972361	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	FIRST RANGE SOUTH OF SEWER OUTFALL - LIGHT NAVIGATION POLE WITH WHITE TANK ON HILL. CAN BOUY WITH HICKMAN WATER TOWER. SEWER OUTFALL. FORD ISLAND SEWAGE TREATMENT PLANT, PWC.
1119REG9	8000023        	PEARL HBR BTWN WIAPIO PEN & FORD / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                    	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.363833	-157.976   	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	RANGE ON SEWER OUTFALL - ALIGN NORTH SIDE OF SEWER TREATMENT PLANT (USE NEW CONCRETE STRIP AS RANGE). ALIGN BOUY 40 WITH MARKER 18. IRRIGATION WATER OAHU SUGAR, NAD.
1119REG9	8000024        	PEARL HBR BTWN WIAPIO PEN & FORD / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                    	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.363889	-157.974306	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	RANGE ON SEWER OUTFALL - ALIGN NORTH SIDE OF SEWER TREATMENT PLANT (USE NEW CONCRETE STRIP AS RANGE). ALIGN MARKER 18 WITH PINE TREE IN BACK. SEWER OUTFALL FORD ISLAND SEWAGE TREATMENT, PWC.
1119REG9	8000025        	PEARL HBR BTWN WIAPIO PEN & FORD / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                    	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.363944	-157.9725  	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	RANGE ON SEWER OUTFALL - ALIGN NORTH SIDE OF SEWER TREATMENT PLANT (USE NEW CONCRETE STRIP AS RANGE). ON TOP OF SEWER OUTFALL. SEWER OUTFALL FORD ISLAND SEWAGE TREATMENT, PWC
1119REG9	8000026        	PEARL HBR BTWN WIAPIO PEN & FORD / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                    	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.365611	-157.976944	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	FIRST RANGE NORTH OF SEWER OUTFALL - THIRD AIRFIELD LIGHT TOWER WITH CABLE CROSSING SIGN ALIGNED WITH FORD ISLAND FLIGHT CONTROL TOWER. ALIGN X-SIGN WITH TELEPHONE POLE. IRRIGATION WATER. OAHU SUGAR.
1119REG9	8000027        	PEARL HBR BTWN WIAPIO PEN & FORD / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                    	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.365833	-157.974722	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	FIRST RANGE NORTH OF SEWER OUTFALL - THIRD AIRFIELD LIGHT TOWER WITH CABLE CROSSING SIGN ALIGNED WITH FORD ISLAND FILGHT CONTROL TOWER. ALIGN MARKER 18 WITH PINE TREE IN BACK. NAVSTA
1119REG9	8000028        	PEARL HBR BTWN WIAPIO PEN & FORD / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                    	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.364861	-157.972361	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	FIRST RANGE NORTH OF SEWER OUTFALL - THIRD AIRFIELD LIGHT TOWER WITH CABLE CROSSING SIGN ALIGNED WITH FORD ISLAND FLIGHT CONTROL TOWER. ALIGN BOUY 37 WITH BOUY 40. SEWER OUTFALL. FORD ISLAND SEWAGE TREATMENT PLANT, PWC.
1119REG9	8000029        	PEARL HBR BTWN WIAPIO PEN & FORD / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                    	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.367222	-157.976389	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	SECOND RANGE NORTH OF SEWER OUTFALL - SECOND AIRFIELD LIGHT TOWER WITH FORD ISLAND FLIGHT CONTROL TOWER. WHITE X-SIGN WITH BLACK POLE IN WATER WHICH IS BETWEEN WHITE DOLPHINS. SEWER LINE, OXIGEST SYSTEM. DEGAUSING FACILITY.
1119REG9	8000030        	PEARL HBR BTWN WIAPIO PEN & FORD / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                    	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.366389	-157.974028	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	SECOND RANGE NORTH OF SEWER OUTFALL - SECOND AIRFIELD LIGHT TOWER WITH FORD ISLAND FLIGHT CONTROL TOWER. BOUY 39 WITH NORTH EDGE OF POWER PLANT. NAVSTA
1119REG9	8000031        	PEARL HBR BTWN WIAPIO PEN & FORD / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                    	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.365833	-157.971944	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	SECOND RANGE NORTH OF SEWER OUTFALL - SECOND AIRFIELD LIGHT TOWER WITH FORD ISLAND FLIGHT CONTROL TOWER. BOUY 37 WITH BOUY 40. NAVSTA
1119REG9	8000032        	PEARL HBR SOUTH OF FORD IS. / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                         	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.359167	-157.96375 	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN SOUTH EDGE OF STACK ON FORD ISLAND WITH NORTH EDGE OF FLIGHT TOWER. ALIGN EAST FACE OF BUILDING 77 ON FORD ISLAND. STORM DRAINS - 2 8" LINES. FORD ISLAND, NAVSTA PEARL.
1119REG9	8000033        	PEARL HBR SOUTH OF FORD IS. / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                         	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	   21.3575	-157.963444	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN SOUTH EDGE OF STACK ON FORD ISLAND WITH NORTH EDGE OF FLIGHT TOWER. ALIGN BOUYS 22 AND 20. THERMAL OUTFALL. POWER PLANT #2 NSY PEARL.
1119REG9	8000034        	PEARL HBR SOUTH OF FORD IS. / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                         	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.355639	-157.963194	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN SOUTH EDGE OF STACK ON FORD ISLAND WITH NORTH EDGE OF FLIGHT TOWER. ALIGN LIGHT POLES AT G-D5 (DRYDOCK #3) WORK AREA DRAINAGE-DRY DOCKS #1, #2, #3. SEWER LINE 4" - DRY DOCK #3. NYS PEARL THERMAL OUTFALL. POWER PLANT #2, NYS PEARL.
1119REG9	8000035        	PEARL HBR BTWN FORD IS. & KUAHUA / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                    	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.365083	-157.956667	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN SOUTH END OF PIER F5 WITH NORTH EDGE OF CONCRETE BUILDING. ALIGN NORTHEAST EDGE OF PIER F4 WITH NORTH END OF HEAD WALL AT FERRY SLIP. SEWER LINE - 10" LINE. STORM DRAINAGE 4 12" TO 18" LINES. FORD ISLAND, NAVSTA PEARL.
1119REG9	8000036        	PEARL HBR BTWN FORD IS. & KUAHUA / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                    	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.362972	-157.954167	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN SOUTH END OF PIER F5 WITH NORTH EDGE OF CONCRETE BUILDING. ALIGN PILINGS ON PIERS K10 AND K11. NAVSTA
1119REG9	8000037        	PEARL HBR BTWN FORD IS. & KUAHUA / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                    	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.360972	-157.952   	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN SOUTH END OF PIER F5 WITH NORTH EDGE OF CONCRETE BUILDING. ALIGN PILINGS ON PIER B17. NAVSTA
1119REG9	8000038        	PEARL HARBOR AT MOUTH OF SE LOCH / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                    	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.359722	-157.952778	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN PILINGS ON PIER B17. ALIGN BOX SHAPED ELEVATOR SHAFT ON DIVING TOWER WITH CENTER SUPPORT ON RADIO TOWER NAVSTA
1119REG9	8000039        	PEARL HARBOR AT MOUTH OF SE LOCH / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                    	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.358333	-157.953611	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN PILINGS ON PIER B17. 10 FEET FROM END OF PIER B17. WORK AREA DRAINAGE - REPAIR BASIN SEWER LINE, 4" PIER B20. NSY PEARL.
1119REG9	8000040        	PEARL HARBOR IN SE LOCH / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                             	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.359167	-157.948611	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN FIVE SPOT LIGHT POLES ON PIER M-2. ALIGN NORTH EDGE OF BOX ON WHAREHOUSE ROOF WITH SOUTH LEG OF RADIO TOWER.  (40 FEET FROM PIER Y2). OIL SLICKS. NAVSTA
1119REG9	8000041        	PEARL HARBOR IN SE LOCH / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                             	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.357361	-157.947778	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN FIVE SPOT LIGHT POLES ON PIER M-2. 50 FEET OFF THE END OF PIER S-7 ON RANGE LINE. OIL SLICKS NAVSTA
1119REG9	8000042        	PEARL HARBOR IN SE LOCH / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                             	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.355472	-157.946667	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN FIVE SPOT LIGHT POLES ON PIER M-2. ALIGN SECOND BOLLARD FROM RIGHT ON M-3 DOCK WITH FIRST POLE SUPPORT FROM SOUTH ON FACILITY M-3.  (20 FEET FROM PIER). OIL SLICKS. NAVSTA
1119REG9	8000043        	PEARL HARBOR SE OF MOKUNUI / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                          	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.369083	-157.948611	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN SOUTH EDGE OF CONCRETE STUCTURE IN WATER WITH SOUTH EDGE OF MOKUNUI ISLAND. ALIGN EDGE OF ELEVATOR SHAFT ON SIGNAL TOWER WITH EAST SIDE OF HAMMERHEAD CRANE STRUCTURE. NAVSTA
1119REG9	8000044        	PEARL HARBOR SE OF NOKUNUI / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                          	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.367778	-157.946111	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN SOUTH EDGE OF CONCRETE STUCTURE IN WATER WITH SOUTH EDGE OF MOKUNUI ISLAND. 25 FEET OFF PIER H3 (OUTERMOST DOLPHIN AT FERRY LANDING WITH WHITE WATER TOWER). HALAWA STREAM. NATURAL WATER SOURCE.
1119REG9	8000045        	PEARL HBR BTWN ARIZ & AIEA BAY / HAWAII / HONOLULU COUNTY  (OAHU ISLAND)                                                                                                      	USEPA REGION 9  WTR-2    	Hawaii                        	Honolulu                      	 21.369944	-157.950278	20060000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	ALIGN TALL POLE ON BUILDING ON FORD ISLAND WITH WEST SIDE OF ARIZONA MEMORIAL. ADJACENT BUOY 23 (25 FEET EAST) ALIGN SOUTH EDGE OF CONCRETE STRUCTURE IN WATER NEAR AM 13 WITH SOUTH EDGE OF MOKUNUI ISLAND. SEWER LINES 4" (2) (ACTIVE?). FORD ISLAND, PWC.
