Agency  	Station        	Station Name                                                                                                                                                                  	Agency Name              	State Name                    	County Name                   	  Latitude	Longitude                                	Result Value	R	HUC     	Param	Start Date	Start Time	End Date  	End Time	Sample Depth	UMK     	Replicate Number	CS	COMPOSITE_GRAB_NUMBER	CM	Primary Activity Category                                   	Secondary Activity Category
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 110000E-5  	 	        	82079	1995-10-02	      0750	          	        	       39.36	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 120000E-5  	 	        	82079	1995-10-02	      0745	          	        	       19.68	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 200000E-5  	 	        	82079	1995-10-02	      0740	          	        	        1.64	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 200000E-6  	 	        	82079	1995-12-04	      0735	          	        	        1.64	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 100000E-5  	 	        	82079	1995-12-04	      0725	          	        	       39.36	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 650000E-6  	 	        	82079	1995-12-04	      0730	          	        	       19.68	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 130000E-5  	 	        	82079	1996-03-04	      0740	          	        	        1.64	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 600000E-6  	 	        	82079	1996-03-04	      0735	          	        	       19.68	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 160000E-5  	 	        	82079	1996-03-04	      0730	          	        	       39.36	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 100000E-5  	 	        	82079	1996-04-08	      0755	          	        	        49.2	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 300000E-6  	 	        	82079	1996-04-08	      0750	          	        	       22.96	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 150000E-6  	 	        	82079	1996-04-08	      0745	          	        	        1.64	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 800000E-6  	 	        	82079	1996-05-06	      0740	          	        	       19.68	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 500000E-6  	 	        	82079	1996-05-06	      0730	          	        	        1.64	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 600000E-6  	 	        	82079	1996-05-06	      0735	          	        	        9.84	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 400000E-6  	 	        	82079	1996-06-03	      0750	          	        	        1.64	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 500000E-6  	 	        	82079	1996-06-03	      0745	          	        	       19.68	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 700000E-6  	 	        	82079	1996-06-03	      0740	          	        	       39.36	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 150000E-6  	 	        	82079	1996-08-05	      0740	          	        	        1.64	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 440000E-5  	 	        	82079	1996-08-05	      0730	          	        	       39.36	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 300000E-6  	 	        	82079	1996-08-05	      0735	          	        	       19.68	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 350000E-6  	 	        	82079	1996-09-09	      0745	          	        	       39.36	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 400000E-6  	 	        	82079	1996-09-09	      0740	          	        	        1.64	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 500000E-6  	 	        	82079	1996-09-09	      0742	          	        	       19.68	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 120000E-5  	 	        	82079	1996-10-07	      0743	          	        	       42.64	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 250000E-6  	 	        	82079	1996-10-07	      0741	          	        	        9.84	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 200000E-6  	 	        	82079	1996-10-07	      0739	          	        	        1.64	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 700000E-5  	 	        	82079	1996-11-04	      0745	          	        	       19.68	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 350000E-6  	 	        	82079	1996-11-04	      0743	          	        	        1.64	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 500000E-6  	 	        	82079	1996-11-04	      0744	          	        	        9.84	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 110000E-5  	 	        	82079	1997-01-06	      0750	          	        	       19.68	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 400000E-6  	 	        	82079	1997-01-06	      0740	          	        	        1.64	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 800000E-6  	 	        	82079	1997-01-06	      0745	          	        	        9.84	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 600000E-6  	 	        	82079	1997-02-10	      0745	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 250000E-6  	 	        	82079	1997-02-10	      0740	          	        	        9.84	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 200000E-6  	 	        	82079	1997-02-10	      0735	          	        	        1.64	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 170000E-5  	 	        	82079	1997-04-07	      0750	          	        	       19.68	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 650000E-6  	 	        	82079	1997-04-07	      0740	          	        	        1.64	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 250000E-6  	 	        	82079	1997-04-07	      0745	          	        	        9.84	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 850000E-6  	 	        	82079	1997-05-05	      0755	          	        	       19.68	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 500000E-6  	 	        	82079	1997-05-05	      0750	          	        	        9.84	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 600000E-6  	 	        	82079	1997-05-05	      0745	          	        	        1.64	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 500000E-6  	 	        	82079	1997-07-07	      0730	          	        	       19.68	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 450000E-6  	 	        	82079	1997-07-07	      0725	          	        	        9.84	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 400000E-6  	 	        	82079	1997-07-07	      0722	          	        	        1.64	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 500000E-6  	 	        	82079	1997-09-02	      0745	          	        	       39.36	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 110000E-5  	 	        	82079	1997-09-02	      0735	          	        	        1.64	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 250000E-6  	 	        	82079	1997-09-02	      0740	          	        	       19.68	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 600000E-5  	 	        	82079	1997-10-06	      0740	          	        	       19.68	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 400000E-6  	 	        	82079	1997-10-06	      0735	          	        	        9.84	        	                	  	                     	B 	                                                            	
21HI    	000402         	KANEOHE BAY (NORTHERN REGION) / HAWAII / OAHU                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	 21.496389	-157.833333                              	 250000E-6  	 	        	82079	1997-10-06	      0730	          	        	        1.64	        	                	  	                     	B 	                                                            	
21HI    	000403         	KANEOHE BAY (CENTRAL REGION) / HAWAII / OAHU                                                                                                                                  	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	     21.45	-157.797222                              	 800000E-6  	 	        	82079	1979-08-14	      1125	          	        	          42	        	                	  	                     	B 	                                                            	
21HI    	000403         	KANEOHE BAY (CENTRAL REGION) / HAWAII / OAHU                                                                                                                                  	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	     21.45	-157.797222                              	 700000E-6  	 	        	82079	1979-08-14	      1115	          	        	          22	        	                	  	                     	B 	                                                            	
21HI    	000403         	KANEOHE BAY (CENTRAL REGION) / HAWAII / OAHU                                                                                                                                  	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	     21.45	-157.797222                              	 570000E-4  	 	        	82079	1979-08-14	      1100	          	        	           3	        	                	  	                     	B 	                                                            	
21HI    	000403         	KANEOHE BAY (CENTRAL REGION) / HAWAII / OAHU                                                                                                                                  	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	     21.45	-157.797222                              	 240000E-5  	 	        	82079	1979-10-16	      0945	          	        	           6	        	                	  	                     	B 	                                                            	
21HI    	000403         	KANEOHE BAY (CENTRAL REGION) / HAWAII / OAHU                                                                                                                                  	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	     21.45	-157.797222                              	 100000E-5  	 	        	82079	1979-10-16	      0935	          	        	          19	        	                	  	                     	B 	                                                            	
21HI    	000403         	KANEOHE BAY (CENTRAL REGION) / HAWAII / OAHU                                                                                                                                  	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	     21.45	-157.797222                              	 250000E-5  	 	        	82079	1979-10-16	      0925	          	        	          32	        	                	  	                     	B 	                                                            	
21HI    	000403         	KANEOHE BAY (CENTRAL REGION) / HAWAII / OAHU                                                                                                                                  	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	     21.45	-157.797222                              	 100000E-5  	 	        	82079	1979-12-12	      1015	          	        	           6	        	                	  	                     	B 	                                                            	
21HI    	000403         	KANEOHE BAY (CENTRAL REGION) / HAWAII / OAHU                                                                                                                                  	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	     21.45	-157.797222                              	 900000E-6  	 	        	82079	1979-12-12	      1010	          	        	          19	        	                	  	                     	B 	                                                            	
21HI    	000403         	KANEOHE BAY (CENTRAL REGION) / HAWAII / OAHU                                                                                                                                  	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	     21.45	-157.797222                              	 500000E-6  	 	        	82079	1979-12-12	      1005	          	        	          39	        	                	  	                     	B 	                                                            	
21HI    	000403         	KANEOHE BAY (CENTRAL REGION) / HAWAII / OAHU                                                                                                                                  	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	     21.45	-157.797222                              	 220000E-5  	 	        	82079	1980-02-11	      0945	          	        	           6	        	                	  	                     	B 	                                                            	
21HI    	000403         	KANEOHE BAY (CENTRAL REGION) / HAWAII / OAHU                                                                                                                                  	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	     21.45	-157.797222                              	 280000E-5  	 	        	82079	1980-02-11	      0940	          	        	          19	        	                	  	                     	B 	                                                            	
21HI    	000403         	KANEOHE BAY (CENTRAL REGION) / HAWAII / OAHU                                                                                                                                  	HAWAII DEPT OF HEALTH    	Hawaii                        	Honolulu                      	     21.45	-157.797222                              	 390000E-5  	 	        	82079	1980-02-11	      0935	          	        	          39	        	                	  	                     	B 	                                                            	
