Agency  	Station        	Station Name                                                                                                                                                                  	Agency Name              	State Name                    	County Name                   	  Latitude	Longitude  	HUC     	Rchmile Segment	Miles Up Reach	Rchonoff	Rchname                                                     	Station Alias                           	Station Type                                                     	Station Depth	Depth Units         	S	G	Description
21HI    	000812         	KAPAA PAVILION / KAUAI / KAPAA                                                                                                                                                	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 22.079167	-159.319167	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000812   KAPAA PAVILION                          KAUAI     KAPAA WAILUA NIU ST. BEACH                  A   B2-M   C4-Y
21HI    	000813         	KEALIA BEACH / KAUAI / KAPAA                                                                                                                                                  	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 22.101389	-159.307778	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000813   KEALIA BEACH                            KAUAI     KAPAA WAILUA KUHIO HWY. BEACH                  A   B2-M   CO
21HI    	000814         	KEKAHA (OOMANO POINT) / KAUAI / WAIMEA                                                                                                                                        	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.964167	-159.705   	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000814   KEKAHA (OOMANO POINT)                   KAUAI     WAIMEA KEKAHA KAUMUALII HWY. BEACH                  A   B2-M   C4-Y
21HI    	000815         	LAWAI BAY BEACH / KAUAI / POIPU                                                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.891667	-159.505   	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000815   LAWAI BAY BEACH                         KAUAI     POIPU KOLOA LAWAI RD. BEACH                  A   B2-M   CO
21HI    	000816         	MAHELONA HOSPITAL OUTFALL / KAUAI / KAPAA                                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 22.090278	-159.31    	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000816   MAHELONA HOSPITAL OUTFALL               KAUAI     KAPAA WAILUA KUHIO HWY. BEACH                  A   B2-M   CO
21HI    	000817         	NAWIWILI HARBOR-COAST GUARD PIER / KAUAI / LIHUE                                                                                                                              	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.958333	-159.357222	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000817   NAWILIWILI HARBOR-COAST GUARD PIER      KAUAI     LIHUE NAWILIWILI BAY WAAPA RD. HARBOR                 B   B2-M   C4-Y
21HI    	000818         	NORTH END OF WAILUA BEACH / KAUAI / KAPAA                                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 22.053333	-159.336667	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000818   NORTH END OF WAILUA BEACH               KAUAI     KAPAA WAILUA KUHIO HWY. BEACH                  A   B1-W   C4-Y
21HI    	000819         	POIPU BEACH PAVILION / KAUAI / POIPU                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.876389	-159.456944	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000819   POIPU BEACH PAVILION                    KAUAI     POIPU KOLOA POIPU (OLD) RD. BEACH                 AA   B1-W   C4-Y
21HI    	000820         	POLIHALE BEACH / KAUAI / WAIMEA                                                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	    22.935	-159.748333	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000820   POLIHALE BEACH                          KAUAI     WAIMEA KEKAHA KAUMUALII HWY. BEACH                  A   B2-M   CO
21HI    	000821         	PORT ALLEN PIER / KAUAI / PORT ALLEN                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.902222	-159.591111	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000821   PORT ALLEN PIER                         KAUAI     PORT ALLEN WAIALO RD. HARBOR                 B   B2-M   C4-Y
21HI    	000822         	WAILUA RIVER / KAUAI / LIHUE                                                                                                                                                  	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 22.049167	-159.339722	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/STREAM                                               	            1	FEET                	S	 	none
21HI    	000823         	WAIMEA BAY BEACH (NEAR RIVER) / KAUAI / WAIMEA                                                                                                                                	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.955833	-159.669167	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000823   WAIMEA BAY BEACH (NEAR RIVER)           KAUAI     WAIMEA ALAKAI ALAWAI RD. BEACH                  A   B2-M   CO
21HI    	000824         	WAIPOULI BEACH / KAUAI / KAPAA                                                                                                                                                	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 22.071667	-159.319444	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000824   WAIPOULI BEACH                          KAUAI     KAPAA WAILUA MOANAKAI BEACH                  A   B2-M   CO
21HI    	000825         	WEST OF LYDGATE PARK WADING POOL / KAUAI / KAPAA                                                                                                                              	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 22.041667	-159.338333	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000825   WEST OF LYDGATE PARK WADING POOL        KAUAI     KAPAA WAILUA NALU RD. BEACH                  A   B2-M   CO
21HI    	000826         	WAIMEA RIVER (UPPER) / KAUAI / WAIMEA                                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.972222	-159.508889	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	000826  WAIMEA RIVER (UPPER) WAIMEA VALLEY MENEHUNE ROAD RIVER ACTIVATION DATE DECEMBER 15, 1975.  MAJOR FRESH WATER DISCHARGE INTO WAIMEA BAY.  NEAR USGS GAGING STATION NO. 16036000 MAKAWELI RIVER.
21HI    	000827         	HANAPEPE RIVER (TOWN BRIDGE) / KAUAI / HANAPEPE                                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.913333	-159.593056	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/STREAM                                               	            1	FEET                	S	 	00827   HANAPEPE RIVER (TOWN BRIDGE) HANAPEPE HANAPEPE ROAD RIVER ACTIVATION DATE DECEMBER 15, 1975.  MAJOR FRESH WATER DISCHARGE INTO HANAPEPE BAY.  USGS GAGING STATION NO. 16049000 HANAPEPE RIVER BELOW MANUAHI STREAM, NEAR ELEELE.  DRAINAGE AREA 18.5 SQ. MILES (47.9 SQ. KM.).
21HI    	000829         	NUKOLII BEACH / HAWAII STATE / KAUAI                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 22.015833	-159.339722	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	THIS STATION IS LOCATED AT NUKOLII BEACH (KAWAILOA). SAMPLES ARE TAKEN AT THE SHORELINE APPROXIMATELY 100 FEET NORTH OF THE DRAINAGE CANAL THAT IS ADJACENT TO THE KAUAI OUTRIGGER HOTEL.
21HI    	000833         	WAIOLI BEACH PARK / HAWAII STATE / KAUAI                                                                                                                                      	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 22.206111	-159.505556	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	THIS STATION IS LOCATED AT THE SHORELINE OF WAIOLI BEACH PARK IN FRONT OF THE RESTROOMS.
21HI    	000835         	KEE BEACH / HAWAII STATE / KAUAI                                                                                                                                              	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 22.223889	-159.586111	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	THIS STATION IS LOCATED AT THE SHORELINE AT THE END OF KUHIO HIGHWAY IN HAENA.
21HI    	000836         	LAWAI BEACH RESORT / HAWAII STATE / KAUAI                                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.884722	-159.478889	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	THIS STATION IS LOCATED AT THE SHORELINE ACROSS THE STREET FROM THE RESTROOMS ABOUT ONE-TENTH OF A MILE WEST OF HOAI BAY.
21HI    	000837         	KOLOA LANDING / HAWAII STATE / KAUAI                                                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	   21.8825	-159.471667	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY                                               	            1	FEET                	S	 	THIS STATION IS LOCATED AT THE SHORELINE ON THE EASTERN SIDE OF WHERE THE MOUTH OF WAIKOMO STREAM MEETS THE OCEAN.
21HI    	000838         	SHERATON BEACH / HAWAII STATE / KAUAI                                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.876667	-159.46    	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	THIS STATION IS LOCATED AT THE SHORELINE ADJACENT TO THE CUL-DE-SAC AT THE EAST END OF HOONANI ROAD BEHIND THE STOUFFER WAIOHAI BEACH RESORT.
21HI    	000839         	HANALEI RIVER (END OF WEKE ROAD) / HAWAII STATE / KAUAI                                                                                                                       	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 22.216944	-159.498611	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/STREAM                                               	            1	FEET                	S	 	THIS STATION IS LOCATED IN THE HANALEI RIVER AT THE END OF WEKE ROAD.
21HI    	000840         	WAIMEA BAY / KAUAI / WAIMEA                                                                                                                                                   	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	     21.95	-159.666667	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	000840  WAIMEA BAY CLASS A WAIMEA AND MAKAWELI RIVERS ARE MAJOR FRESH WATER DISCHARGES INTO BAY. USGS GAGING STATION NO. 16036000 MAKAWELI RIVER NEAR WAIMEA.  DRAINAGE AREA 26.0 SQ. MILES (67.3 SQ. KM.).
21HI    	000841         	KEONILOA BAY / HAWAII STATE / KAUAI COUNTY                                                                                                                                    	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	   21.8775	-159.439444	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN/OPNCST/SHRLN                                   	            1	FEET                	S	 	THIS STATION IS LOCATED ON THE EASTERN END OF KEONILOA BAY. IT IS NEXT TO THE HYATT REGENCY HOTEL.
21HI    	000860         	HANAPEPE BAY / KAUAI / HANAPEPE                                                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	      21.9	-159.583333	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY                                               	            0	FEET                	S	 	000860   HANAPEPE BAY CLASS A OCEAN HANAPEPE RIVER MAJOR SOURCE OF FRESH WATER DISCHARGE INTO BAY. USGS GAGING STATION NO. 16049000 AT HANAPEPE RIVER BELOW MANUAHI STREAM, NEAR ELEELE.  DRAINAGE AREA 18.5 SQ. MILES (47.9 SQ. KM.).  PORT ALLEN PIER AND BOAT HARBOR PROTECTED BY BREAKWATER IN BAY 1000 FT. LONG.
21HI    	000861         	HANAPEPE BAY (OFF SHORE EMBAYMENT) / HAWAII / KAUAI    HANAPEPE                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.903056	-159.595833	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN/NRSHRE                                         	           36	FEET                	S	 	ACTIVATION DATE FOR THIS STATION IS FEBRUARY, 1983.  HANAPEPE BAY IS LOCATED ON THE SOUTHWESTERN COAST OF THE ISLAND OF KAUAI.  THE BAY, APPROXIMATELY .6 MILES LONG AND .4 MILES WIDE, RECEIVES FRESH WATER RUNOFF FROM THE HANAPEPE RIVER.  TO THE EAST OF THE RIVER MOUTH LIES THE PORT ALLEN SMALL BOAT HARBOR AND ADJACENT PIER FACILITIES. THE SAMPLING STATION IS SITUATED EAST OF FLASHING BOUY #5 IN THE APPROXIMATE CENTER OF THE BAY.  THE HANAPEPE RIVER MOUTH IS ABOUT 650 YARDS NORTHEAST AND THE PORT ALLEN HARBOR IS ABOUT 450 YDS. EAST OF THE SAMPLING STATION.  WATER COLUMN SAMPLING IS CONDUCTED ON A MONTHLY BASIS AT THE SURFACE, MIDDLE, AND BOTTOM DEPTHS FOR PHYSICAL AND CHEMICAL PARAMETERS.
21HI    	000870         	 / KAUAI / 1703        HANAMULU BAY                                                                                                                                           	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	        22	-159.333333	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY                                               	            0	FEET                	S	 	HANAMAULU BAY IS THE DROWNED MOUTH OF THE VALLEY OF HANAMAULU STREAM CUT INTO POST EROSIONAL LAVAS. THE STREAM ITSELF IS TIDAL FOR ABOUT 1000 FT. HANAMAULU STREAM IS A RELATIVELY MINOR ONE, AND THE GREATER PART OF ITS FLOW IS DIVERTED INLAND FOR IRRIGATION. THE VILLAGES OF KAPAIA WITHIN THE VALLEY AND HANAMAULU TO THE NORTH ARE AT PRESENT SERVED BY CESSPOOLS THERE IS A COUNTY PARK ON THE BEACH AT THE HEAD OF HANAMAULU BAY BUT IT IS NOT HEAVILY USED, THE WATERS OF THE BAY BEING CONSIDERED NOT ESPECIA- LLY GOOD FOR SWIMMING BECAUSE OF THE MUDDY WATER. DEPARTMENT OF HEALTH RECORDS INDICATES THAT HANAMAULU BAY WHICH IS INCLUDED IN COASTAL CLASS A WATERS EXCEEDS THE STANDARDS FOR CLASS A WATERS.
21HI    	000880         	Y / KAUAI / 1703        NAWILIWILI BA                                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	     21.95	-159.333333	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY                                               	            0	FEET                	S	 	NAWILIWILI BAY IS A WELL DEVELOPED BAY ESTUARY IN THE SOUTHEAST COAST OF KAUAI WHICH SERVES AS THE PRINCIPAL HARBOR FOR THE ISLAND. THE BAY LIES BETWEEN A RUGGED RIDGE COMPOSED OF THE ORIGINAL FLANK FLOWS OF THE KAUAI VOLCANO TO THE SOUTH AND GENTLY SLOPING POST EROSIONAL LAVAS TO THE NORTH. IT REPRESENTS THE DROWNED VALLEY THAT WAS FORMED BY THE CONFLUEN- CE, AT A LOWER STAND OF THE SEA, OF THE HULEIA, PUALI AND NAWILIWILI STREAMS. THE PRINCIPAL SUPPLY OF FRESH WATER IS FROM THE HULIEA STREAM. THERE ARE NO RECENT GAGE RECORDS OF THE STREAM, BUT FROM 1912 TO 1915 THE STREAM WAS GAGED AT 200 FT ALTITUDE WHICH INDICATE PRESENT DISCHARGE THROUGH THE ESTUARINE LOWER REACHES REASONABLY WELL. THE MAIN FLOW IN- DICATED WAS 14MGD, THE MEDIAN 6.5MGD AND THE MINIMUM NEARLY 3MGD.
21HI    	000881         	NAWILIWILI BAY (OFF SHORE EMBAYMENT) / HAWAII / KAUAI    NAWILIWILI                                                                                                           	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.956667	-159.353333	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN/NONPNT/NRSHRE                                  	           36	FEET                	S	 	ACTIVATION DATE FOR THIS STATION IS JANUARY, 1983.  NAWILIWILI BAY IS LOCATED ON THE SOUTHEASTERN COAST OF THE ISLAND OF KAUAI.  THE BAY EXTENDS INLAND FOR APPROXIMATELY 1 MILE AND HAS AN ENTRANCE WIDTH OF .8 MILE.  IT RECEIVES THE FRESH WATER DRAINAGE FROM 3 STREAMS, THE HULEIA, PUALI, AND NAWILIWILI STREAMS. SAMPLES ARE TAKEN FROM THE APPROXIMATE CENTER OF THE NAWILIWILI DEEP DRAFT HARBOR BASIN, ABOUT 300 YDS. WEST OF THE BREAKWATER AND EAST OF THE NAWILIWILI SMALL BOAT HARBOR.  DEEP DRAFT HARBOR PORT FACILITIES ARE TO THE NORTH OF THE STATION AND BOUY #7 TO THE SOUTH. WATER COLUMN SAMPLING IS CONDUCTED ON A MONTHLY BASIS AT THE SURFACE, MIDDLE, AND BOTTOM DEPTHS.  THE WATER IS ANALYZED FOR PHYSICAL AND CHEMICAL PARAMETERS.
21HISPEC	000840         	WAIMEA BAY / KAUAI / WAIMEA                                                                                                                                                   	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	     21.95	-159.666667	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            0	FEET                	S	 	000840  WAIMEA BAY CLASS A WAIMEA AND MAKAWELI RIVERS ARE MAJOR FRESH WATER DISCHARGES INTO BAY. USGS GAGING STATION NO. 16036000 MAKAWELI RIVER NEAR WAIMEA.  DRAINAGE AREA 26.0 SQ. MILES (67.3 SQ. KM.).
21HISPEC	000860         	HANAPEPE BAY / KAUAI / HANAPEPE                                                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	      21.9	-159.583333	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY                                               	            0	FEET                	S	 	000860   HANAPEPE BAY CLASS A OCEAN HANAPEPE RIVER MAJOR SOURCE OF FRESH WATER DISCHARGE INTO BAY. USGS GAGING STATION NO. 16049000 AT HANAPEPE RIVER BELOW MANUAHI STREAM, NEAR ELEELE.  DRAINAGE AREA 18.5 SQ. MILES (47.9 SQ. KM.).  PORT ALLEN PIER AND BOAT HARBOR PROTECTED BY BREAKWATER IN BAY 1000 FT. LONG.
21HISPEC	000870         	HANAMAULU BAY / KAUAI / 1703        HANAMULU BAY                                                                                                                              	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	        22	-159.333333	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY                                               	            0	FEET                	S	 	HANAMAULU BAY IS THE DROWNED MOUTH OF THE VALLEY OF HANAMAULU STREAM CUT INTO POST EROSIONAL LAVAS. THE STREAM ITSELF IS TIDAL FOR ABOUT 1000 FT. HANAMAULU STREAM IS A RELATIVELY MINOR ONE, AND THE GREATER PART OF ITS FLOW IS DIVERTED INLAND FOR IRRIGATION. THE VILLAGES OF KAPAIA WITHIN THE VALLEY AND HANAMAULU TO THE NORTH ARE AT PRESENT SERVED BY CESSPOOLS THERE IS A COUNTY PARK ON THE BEACH AT THE HEAD OF HANAMAULU BAY BUT IT IS NOT HEAVILY USED, THE WATERS OF THE BAY BEING CONSIDERED NOT ESPECIA- LLY GOOD FOR SWIMMING BECAUSE OF THE MUDDY WATER. DEPARTMENT OF HEALTH RECORDS INDICATES THAT HANAMAULU BAY WHICH IS INCLUDED IN COASTAL CLASS A WATERS EXCEEDS THE STANDARDS FOR CLASS A WATERS.
21HISPEC	000880         	Y / KAUAI / 1703        NAWILIWILI BA                                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	     21.95	-159.333333	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY                                               	            0	FEET                	S	 	NAWILIWILI BAY IS A WELL DEVELOPED BAY ESTUARY IN THE SOUTHEAST COAST OF KAUAI WHICH SERVES AS THE PRINCIPAL HARBOR FOR THE ISLAND. THE BAY LIES BETWEEN A RUGGED RIDGE COMPOSED OF THE ORIGINAL FLANK FLOWS OF THE KAUAI VOLCANO TO THE SOUTH AND GENTLY SLOPING POST EROSIONAL LAVAS TO THE NORTH. IT REPRESENTS THE DROWNED VALLEY THAT WAS FORMED BY THE CONFLUEN- CE, AT A LOWER STAND OF THE SEA, OF THE HULEIA, PUALI AND NAWILIWILI STREAMS. THE PRINCIPAL SUPPLY OF FRESH WATER IS FROM THE HULIEA STREAM. THERE ARE NO RECENT GAGE RECORDS OF THE STREAM, BUT FROM 1912 TO 1915 THE STREAM WAS GAGED AT 200 FT ALTITUDE WHICH INDICATE PRESENT DISCHARGE THROUGH THE ESTUARINE LOWER REACHES REASONABLY WELL. THE MAIN FLOW IN- DICATED WAS 14MGD, THE MEDIAN 6.5MGD AND THE MINIMUM NEARLY 3MGD.
21HISPEC	HANAMAULU01    	HANAMAULU BAY #1 / HAWAII STATE / KAUAI COUNTY                                                                                                                                	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.999167	-159.334167	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN/NRSHRE/OPNCST                                  	           40	FEET                	S	 	HANAMAULU BAY #1 IS LOCATED APPROXIMATELY 350 FEET OUTSIDE OF THE MIDDLE OF THE MOUTH OF THE BAY AND 600 FEET NORTH-NORTHEAST FROM THE END OF THE AHUKINI BREAKWATER.
21HISPEC	HANAMAULU02    	HANAMAULU BAY #2 / HAWAII STATE / KAUAI COUNTY                                                                                                                                	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	   21.9975	-159.336944	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/NRSHRE/EMBAY                                  	           17	FEET                	S	 	HANAMAULU BAY #2 IS LOCATED APPROXIMATELY 550 FEET WEST-SOUTHWEST FROM THE MIDDLE OF THE MOUTH OF THE BAY. IT IS ALSO ROUGHLY 750 FEET NORTHWEST FROM THE END OF THE AHUKINI BREAKWATER.
21HISPEC	HANAMAULU03    	HANAMAULU BAY #3 / HAWAII STATE / KAUAI COUNTY                                                                                                                                	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.996667	-159.338056	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/NRSHRE/EMBAY                                  	           20	FEET                	S	 	HANAMAULU BAY #3 IS LOCATED APPROXIMATELY 800 FEET WEST-SOUTHWEST FROM THE END OF THE AHUKINI BREAKWATER AND 650 FEET NORTHWEST FROM THE END OF AHUKINI LANDING.
21HISPEC	HANAMAULU04    	HANAMAULU BAY #4 / HAWAII STATE / KAUAI COUNTY                                                                                                                                	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	   21.9975	-159.341111	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/NRSHRE/EMBAY                                  	           10	FEET                	S	 	HANAMAULU BAY #4 IS LOCATED APPROXIMATELY 1250 FEET NORTH-NORTHEAST OF THE HANAMAULU STREAM MOUTH AND 1825 FEET WEST-NORTHWEST FROM THE END OF THE AHUKINI LANDING.
