Agency  	Station        	Station Name                                                                                                                                                                  	Agency Name              	State Name                    	County Name                   	  Latitude	Longitude                                	Result Value	R	HUC     	Param	Start Date	Start Time	End Date  	End Time	Sample Depth	UMK     	Replicate Number	CS	COMPOSITE_GRAB_NUMBER	CM	Primary Activity Category                                   	Secondary Activity Category
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 300000E-5  	 	20020000	82700	1995-02-13	      1023	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 300000E-5  	R	20020000	82700	1995-03-06	      1039	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 100000E-5  	 	20020000	82700	1995-04-10	      1017	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 900000E-5  	 	20020000	82700	1995-05-08	      1030	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 180000E-4  	 	20020000	82700	1995-06-13	      1038	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 480000E-4  	 	20020000	82700	1995-07-17	      1015	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 660000E-4  	 	20020000	82700	1995-08-08	      1047	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 200000E-4  	 	20020000	82700	1995-09-11	      1024	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 900000E-5  	 	20020000	82700	1995-10-09	      1026	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 200000E-4  	 	20020000	82700	1995-11-13	      1039	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 300000E-4  	 	20020000	82700	1995-12-11	      1008	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 130000E-4  	 	20020000	82700	1996-01-23	      1020	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 100000E-5  	 	20020000	82700	1996-02-14	      1007	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 180000E-4  	 	20020000	82700	1996-03-11	      0957	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 800000E-5  	 	20020000	82700	1996-04-23	      1006	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 900000E-5  	 	20020000	82700	1996-05-13	      1015	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 140000E-4  	 	20020000	82700	1996-06-18	      1007	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 900000E-5  	 	20020000	82700	1996-07-23	      1016	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 600000E-5  	 	20020000	82700	1996-08-13	      0925	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 170000E-4  	 	20020000	82700	1996-09-16	      1002	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 250000E-4  	 	20020000	82700	1996-10-22	      1018	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 180000E-4  	 	20020000	82700	1996-11-19	      1010	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 100000E-5  	 	20020000	82700	1996-12-09	      1008	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 130000E-4  	 	20020000	82700	1997-01-13	      0953	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 100000E-5  	 	20020000	82700	1997-02-03	      0958	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 600000E-5  	R	20020000	82700	1997-03-18	      1041	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 800000E-5  	 	20020000	82700	1997-04-14	      1026	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 400000E-5  	 	20020000	82700	1997-05-12	      1015	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 190000E-4  	 	20020000	82700	1997-06-23	      1033	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 190000E-4  	 	20020000	82700	1997-07-22	      1008	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 800000E-5  	 	20020000	82700	1997-09-15	      0946	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 100000E-5  	 	20020000	82700	1997-10-13	      1011	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 800000E-5  	 	20020000	82700	1997-12-08	      0958	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 900000E-5  	 	20020000	82700	1998-01-12	      0951	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 100000E-5  	 	20020000	82700	1998-02-09	      1022	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 900000E-5  	 	20020000	82700	1998-03-09	      1000	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 200000E-4  	 	20020000	82700	1998-04-21	      0958	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 900000E-5  	 	20020000	82700	1998-05-11	      1018	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 800000E-5  	 	20020000	82700	1998-06-08	      1025	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 410000E-4  	 	20020000	82700	1998-07-14	      1018	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 190000E-4  	 	20020000	82700	1998-08-10	      0940	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 150000E-4  	 	20020000	82700	1998-09-08	      0953	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 500000E-5  	 	20020000	82700	1998-10-12	      0946	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 128000E-3  	 	20020000	82700	1998-11-02	      1011	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333                              	 500000E-5  	 	20020000	82700	1998-12-14	      0957	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000681         	KAMAOLE BEACH #1 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	    20.725	-156.451389                              	 600000E-5  	 	20020000	82700	1993-06-07	      1010	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000681         	KAMAOLE BEACH #1 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	    20.725	-156.451389                              	 200000E-5  	 	20020000	82700	1993-07-06	      1015	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000681         	KAMAOLE BEACH #1 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	    20.725	-156.451389                              	 300000E-5  	 	20020000	82700	1993-08-02	      1050	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000681         	KAMAOLE BEACH #1 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	    20.725	-156.451389                              	 300000E-5  	 	20020000	82700	1993-09-07	      1045	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000681         	KAMAOLE BEACH #1 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	    20.725	-156.451389                              	 100000E-5  	 	20020000	82700	1993-10-11	      1100	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000681         	KAMAOLE BEACH #1 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	    20.725	-156.451389                              	 100000E-5  	K	20020000	82700	1993-11-08	      1020	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000681         	KAMAOLE BEACH #1 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	    20.725	-156.451389                              	 300000E-5  	 	20020000	82700	1993-12-20	      1045	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000681         	KAMAOLE BEACH #1 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	    20.725	-156.451389                              	 200000E-5  	 	20020000	82700	1994-01-10	      1025	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000681         	KAMAOLE BEACH #1 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	    20.725	-156.451389                              	 100000E-5  	K	20020000	82700	1994-02-07	      1000	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000681         	KAMAOLE BEACH #1 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	    20.725	-156.451389                              	 100000E-5  	K	20020000	82700	1994-03-14	      1010	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000681         	KAMAOLE BEACH #1 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	    20.725	-156.451389                              	 100000E-5  	 	20020000	82700	1994-04-11	      1005	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000681         	KAMAOLE BEACH #1 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	    20.725	-156.451389                              	 100000E-5  	K	20020000	82700	1994-05-09	      1015	          	        	           0	        	                	  	                     	B 	                                                            	
