Agency  	Station        	Station Name                                                                                                                                                                  	Agency Name              	State Name                    	County Name                   	  Latitude	Longitude  	HUC     	Rchmile Segment	Miles Up Reach	Rchonoff	Rchname                                                     	Station Alias                           	Station Type                                                     	Station Depth	Depth Units         	S	G	Description
21HI    	000620         	 / LANAI / 1703        HULOPOE BAY                                                                                                                                            	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.9     	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY                                               	            0	FEET                	S	 	HULOPOE BAY IS IN THE SOUTH COAST OF LANAI, APPROXIMATELY 1/2 MILE WEST OF MANELE BAY, AND INDENTS THE COAST FOR ABOUT 3/4 MILE. HULOPOE BAY IS ONE OF THE FEW AREAS REMAINING IN RELATIVELY PRISTINES STATE. MUCH OF THE BAY IS COVERED WITH SAND AND IS EXCELLENT FOR SWIMMING. THE BOARD OF LAND AND NATURAL RESOURCES, STATE OF HAWAII, HAS ESTABLISHED HULOPOE BAY A MARINE LIFE CONSERVATION DISTRICT.
21HI    	000630         	MANELE SM BT HARBOR / LANAI / MANELE BAY                                                                                                                                      	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.750556	-156.840556	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            7	FEET                	S	 	none
21HI    	000631         	HULOPOE BAY / LANAI / HULOPOE BAY                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	     20.75	-156.840556	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	none
21HI    	000640         	HALAWA BAY / MAUI / MOLOKAI                                                                                                                                                   	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 21.162222	-156.740278	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000640   HALAWA BAY                              MAUI      MOLOKAI NORTH KAMEHAMEHA HWY BEACH                  A   B2-M   C4-Y
21HI    	000641         	KAUNAKAKAI HARBOR / MAUI / MOLOKAI                                                                                                                                            	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	    21.085	-157.030833	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000641   KAUNAKAKAI HARBOR                       MAUI      MOLOKAI SOUTH KAMEHAMEHA HWY. HARBOR                 B   B2-M   C4-Y
21HI    	000642         	KALAELOA HARBOR / MAUI / MOLOKAI                                                                                                                                              	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 21.061944	-156.853889	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000642   KALAELOA HARBOR                         MAUI      MOLOKAI SOUTH KAMEHAMEHA HWY. HARBOR                 B   B2-M   C4-Y
21HI    	000643         	KOLO WHARF / MAUI / MOLOKAI                                                                                                                                                   	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 21.093611	-157.196944	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000643   KOLO WHARF                              MAUI      MOLOKAI SOUTH HARBOR                 B   B2-M   CO
21HI    	000644         	MOOMOMI BEACH PARK / MAUI / MOLOKAI                                                                                                                                           	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 21.199444	-157.145833	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000644   MOOMOMI BEACH PARK                      MAUI      MOLOKAI NORTH BEACH                 AA   B2-M   C4-Y
21HI    	000650         	FLEMING BEACH / MAUI / NAPILI                                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	   21.0025	-156.669444	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000650   FLEMING BEACH                           MAUI      NAPILI HONOAPIILANI HWY BEACH                  A   B2-M   C4-Y
21HI    	000651         	HALE ONOLOA CONDOMINIUM SHORE / MAUI / NAPILI                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.962222	-156.687778	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000651   HALE ONALOA CONDOMINIUM SHORELINE       MAUI      NAPILI HONOAPIILANI HWY. BEACH                  A   B2-M   CO
21HI    	000652         	HANA BAY / MAUI / HANA                                                                                                                                                        	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	     20.76	-155.985   	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000652   HANA BAY                                MAUI      HANA HANA HWY. HARBOR                 B   B2-M   C4-Y
21HI    	000653         	HONOMANU BAY / MAUI / KEANAE                                                                                                                                                  	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.864444	-156.169444	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000653   HONOMANU BAY                            MAUI      KEANAE HANA HWY. BEACH                 AA   B2-M   C4-Y
21HI    	000654         	HUKILAU HOTEL SHORELINE / MAUI / KAHULUI                                                                                                                                      	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.894722	-156.474167	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000654   HUKILAU HOTEL SHORELINE                 MAUI      KAHULUI KAAHUMANU AVE. BEACH                  A   B2-M   C4-Y
21HI    	000655         	KAA SHORELINE / MAUI / PAIA                                                                                                                                                   	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.901667	-156.450556	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000655   KAA SHORELINE                           MAUI      PAIA AIRPORT RD. BEACH                  A   B2-M   CO
21HI    	000656         	KAHULUI BREAKWATER / MAUI / KAHULUI                                                                                                                                           	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.901111	-156.468889	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000656   KAHULUI BREAKWATER                      MAUI      KAHULUI HOBRON AVE. HARBOR                 B   B2-M   C4-Y
21HI    	000657         	LAHAINA SMALL BOAT HARBOR / MAUI / LAHAINA                                                                                                                                    	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.873611	-156.681389	20020000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000657   LAHAINA SMALL BOAT HARBOR               MAUI      LAHAINA FRONT ST. SMALL BOAT HARBOR      B   B2-M   CO
21HI    	000658         	LAHAINA OUTFALL / MAUI / LAHAINA                                                                                                                                              	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.885556	-156.690278	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000658   LAHAINA OUTFALL                         MAUI      LAHAINA ALA MOANA ST. BEACH                  A   B2-M   CO
21HI    	000659         	MAALAEA SMALL BOAT HARBOR / MAUI / MAALAEA                                                                                                                                    	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.793611	-156.515833	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000659   MAALAEA SMALL BOAT HARBOR               MAUI      MAALAEA HONOAPIILANI HWY. SMALL BOAT HARBOR      B   B2-M   C4-Y
21HI    	000660         	MAHINAHINA CONDO. SHORELINE / MAUI / NAPILI                                                                                                                                   	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.966944	-156.686111	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000660   MAHINAHINA CONDO. SHORELINE             MAUI      NAPILI HONOAPIILANI HWY. BEACH                  A   B2-M   CO
21HI    	000661         	MAKENA BEACH / MAUI / AHIHI                                                                                                                                                   	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.630278	-156.447778	        	               	              	        	                                                            	AX                                      	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000661   MAKENA BEACH                            MAUI      AHIHI KIHEI RD. BEACH                 AA   B2-M   C4-Y
21HI    	000662         	MALA WHARF / MAUI / LAHAINA                                                                                                                                                   	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.923056	-156.691111	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000662   MALA WHARF                              MAUI      LAHAINA ALA MOANA ST. BEACH                  A   B2-M   C4-Y
21HI    	000663         	OLOWALU SHORE FRONT / MAUI / UKUMEHAME                                                                                                                                        	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.809722	-156.604722	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000663   OLOWALU SHORE FRONT                     MAUI      UKUMEHAME HONOAPIILANI HWY. BEACH                  A   B2-M   C4-Y
21HI    	000664         	PAIA OUTFALL / MAUI / PAIA                                                                                                                                                    	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.919167	-156.390278	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000664   PAIA OUTFALL                            MAUI      PAIA HANA HWY. BEACH                  A   B2-M   C4-Y
21HI    	000665         	SEVEN POOLS / MAUI / HANA                                                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.665833	-156.043611	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000665   SEVEN POOLS                             MAUI      HANA HANA HWY. BEACH                 AA   B2-M   CO
21HI    	000666         	SHERATON KAANAPALI SHORELINE / MAUI / NAPILI                                                                                                                                  	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.927222	-156.698056	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000666   SHERATON KAANAPALI SHORELINE            MAUI      NAPILI HONOAPIILANI HWY. BEACH                  A   B2-M   CO
21HI    	000667         	WAIEHU STREAM MOUTH / MAUI / WAIHEE                                                                                                                                           	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.923056	-156.495   	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000667   WAIEHU STREAM MOUTH                     MAUI      WAIHEE WAIEHU BEACH RD. BEACH                  A   B2-M   CO
21HI    	000668         	WAIHEE FARM SHORELINE / MAUI / WAIHEE                                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.937778	-156.507778	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000668   WAIHEE FARM SHORELINE                   MAUI      WAIHEE KAHEKILI HWY. BEACH                  A   B2-M   C4-Y
21HI    	000669         	WAILUKU BREAKWATER / MAUI / WAIHEE                                                                                                                                            	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.901389	-156.482778	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	000669   WAILUKU BREAKWATER                      MAUI      WAIHEE WAIEHU BEACH RD. BEACH                  A   B2-M   CO
21HI    	000670         	MAUI SHERATON (WESTSIDE INLET) / HAWAII / MAUI                                                                                                                                	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.931667	-156.698333	        	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            3	FEET                	S	 	ACTIVATION DATE IS FEBRUARY 1, 1981.  THIS STATION IS AN EPA CORE STATION AND WILL BE MONITORED FOR BACTERIA AND CHEMICAL PARAMETERS.  THE SAMPLING POINT IS LOCATED ON THE WESTERN SIDE OF A SMALL INLET BOARDER- ING THE MAUI SHERATON HOTEL COMPLEX.  THIS HOTEL HAS 503 GUEST ROOMS ABLE TO ACCOMODATE 3 PERSONS PER ROOM AND HAD AN 88% AVERAGE OCCUPANCY RATE IN 1980.  THE NEAREST BUILDING, OTHER THAN THE HOTEL, IS A CABANA LOCATED APPROXIMATELY 200 YARDS FROM THE SAMPLING POINT WHERE THERE ARE RESTROOM FACILITIES AND BEACH EQUIPMENT FOR HOTEL GUESTS. A BEACH AND CORAL REEF EXTENDS TO THE NORTHWEST, WHILE A SHEER ROCK CLIFF EXTENDS TO THE SOUTHEAST OF THE SAMPLING POINT ACROSS THE INLET. THE LAND BEHIND THE SAMPLING POINT IS A WELL GRASSED AREA USED AS PART OF A GOLF COURSE.  A STORM DRAIN EASEMENT FROM THE GOLF COURSE ENDS AT THE MAUKA SIDE OF THE INLET.
21HI    	000671         	KIHEI (NORTH) / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                        	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	    20.775	-156.4625  	20020000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	THIS SITE FRONTS THE MAUI ISANA RESORT - ON THE LEFT SIDE OF THE ROCK PILE.
21HI    	000674         	FLEMMING BEACH (NORTH) / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	    21.015	-156.65    	20020000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	THIS SITE FRONTS THE RESTROOMS.
21HI    	000675         	WAIOPAI / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                              	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.629167	-156.213889	20020000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	THIS SITE FRONTS THE WAIOPAI BRIDGE.
21HI    	000676         	KIHEI (SOUTH) / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                        	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.758333	-156.4625  	20020000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	THIS SITE IS LOCATED AT THE PUBLIC ACCESS OFF OF LIPOA ST. - BY ST. THERESA.
21HI    	000677         	KANAHA BEACH PARK / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                    	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.904167	-156.447222	20020000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	THIS SITE IS LOCATED OFF OF AMALA PL. - ON THE RIGHT SIDE OF THE DRAINAGE CANAL.
21HI    	000678         	WAIHIKULI BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                      	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.904167	-156.679167	20020000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	THIS SITE FRONTS THE RESTROOMS APPROXIMATELY ONE-FOURTH MILE BELOW THE POST OFFICE.
21HI    	000679         	KALAMA BEACH / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                         	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.733333	-156.458333	20020000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN                                                	            1	FEET                	S	 	THIS SITE FRONTS THE BEACH PARK - DIRECTLY ACROSS HALELANI PL.
