
Honolulu, HI
Number of Stations = 494


Code 	Short Name                	Long Name                                         	# Stns	# Obs 	First Date	Last Date 	Min Value   	Max Value   	   Average
00078	TRANSP   SECCHI   METERS  	TRANSPARENCY, SECCHI DISC (METERS)                	22    	1117  	1979-10-01	1997-10-20	   .00E+00  	  9.00E-01  	  1.07E+01
00095	CNDUCTVY AT 25C   MICROMHO	SPECIFIC CONDUCTANCE (UMHOS/CM @ 25C)             	60    	181   	1972-05-03	1997-03-04	   .00E+00  	  9.90E+02  	  3.79E+03
00300	DO        MG/L            	OXYGEN, DISSOLVED                             MG/L	254   	8482  	1971-09-23	1998-12-29	   .00E+00  	  9.90E+00  	  6.42E+00
00301	DO       SATUR    PERCENT 	OXYGEN, DISSOLVED, PERCENT OF SATURATION         %	250   	8241  	1971-12-28	1998-12-29	   .00E+00  	  9.90E+01  	  7.64E+01
00310	BOD      5 DAY    MG/L    	BOD, 5 DAY, 20 DEG C                          MG/L	20    	243   	1971-08-30	1992-07-01	  1.00E+02  	  9.90E+01  	  1.48E+02
00340	COD      HI LEVEL MG/L    	COD, .25N K2CR2O7                             MG/L	7     	12    	1972-06-06	1972-07-27	  1.17E+02  	  3.39E+02  	  1.71E+02
00342	SEA COD   MG/L            	COD,  SALINE, .25N K2CR2O7                    MG/L	9     	9     	1971-09-03	1971-09-03	  2.56E+02  	  5.56E+02  	  3.72E+02
00400	PH        SU              	PH (STANDARD UNITS)                               	159   	7120  	1971-09-23	1997-11-24	  2.70E+00  	  9.70E+00  	  8.07E+00
00403	PH       LAB      SU      	PH, LAB, STANDARD UNITS                         SU	184   	1557  	1971-09-23	1972-08-01	   .00E+00  	  9.90E+00  	  7.98E+00
00480	SALINITY  PPTH            	SALINITY - PARTS PER THOUSAND                     	285   	19367 	1971-11-10	1998-12-29	   .00E+00  	  9.90E+00  	  3.20E+01
00500	RESIDUE  TOTAL    MG/L    	RESIDUE, TOTAL (MG/L)                             	72    	163   	1972-03-03	1972-06-09	  1.00E+03  	  9.93E+03  	  2.20E+04
00530	RESIDUE  TOT NFLT MG/L    	RESIDUE, TOTAL NONFILTRABLE (MG/L)                	193   	6119  	1971-08-30	1997-10-20	   .00E+00  	  9.90E+01  	  3.45E+01
00546	RESIDUE  SETTLBLE MG/L    	RESIDUE, SETTLEABLE (MG/L)                        	83    	295   	1972-03-03	1972-07-31	  1.00E+02  	  9.00E-01  	  6.95E+01
00550	OIL-GRSE TOT-SXLT MG/L    	OIL & GREASE (SOXHLET EXTRACTION) TOTAL,REC.,MG/L 	15    	27    	1971-09-23	1971-11-17	  1.00E+01  	  9.65E+01  	  8.79E+00
00556	OIL-GRSE FREON-GR MG/L    	OIL & GREASE (FREON EXTR.-GRAV METH) TOT,REC,MG/L 	1     	14    	1992-01-01	1992-07-01	  1.62E+01  	  3.46E+01  	  2.27E+01
00600	TOTAL N  N        MG/L    	NITROGEN, TOTAL (MG/L AS N)                       	205   	6706  	1971-09-01	1997-10-20	   .00E+00  	  9.90E-02  	  2.28E-01
00610	NH3+NH4- N TOTAL  MG/L    	NITROGEN, AMMONIA, TOTAL (MG/L AS N)              	155   	5628  	1972-07-06	1997-10-20	   .00E+00  	  9.80E-02  	  7.64E-02
00612	UN-IONZD NH3-N    MG/L    	AMMONIA, UNIONZED                      (MG/L AS N)	153   	5392  	1972-07-06	1997-10-20	   .00E+00  	  1.00E-02  	  4.88E-03
00615	NO2-N    TOTAL    MG/L    	NITRITE NITROGEN, TOTAL (MG/L AS N)               	164   	960   	1971-09-03	1972-08-01	  1.00E+00  	  9.60E-02  	  6.36E-02
00619	UN-IONZD NH3-NH3  MG/L    	AMMONIA, UNIONIZED (CALC FR TEMP-PH-NH4)  (MG/L)  	153   	5392  	1972-07-06	1997-10-20	   .00E+00  	  9.99E-03  	  5.94E-03
00620	NO3-N    TOTAL    MG/L    	NITRATE NITROGEN, TOTAL (MG/L AS N)               	164   	973   	1971-08-30	1972-08-01	   .00E+00  	  9.95E+00  	  2.27E-01
00625	TOT KJEL N        MG/L    	NITROGEN, KJELDAHL, TOTAL, (MG/L AS N)            	72    	6301  	1973-01-02	1997-10-20	   .00E+00  	  9.80E-01  	  1.71E-01
00630	NO2&NO3  N-TOTAL  MG/L    	NITRITE PLUS NITRATE, TOTAL 1 DET. (MG/L AS N)    	70    	6310  	1973-01-02	1997-10-20	   .00E+00  	  9.90E-03  	  6.17E-02
00650	T PO4    PO4      MG/L    	PHOSPHATE, TOTAL (MG/L AS PO4)                    	165   	1364  	1971-08-30	1972-07-31	   .00E+00  	  9.90E-02  	  2.66E-01
00665	PHOS-TOT  MG/L P          	PHOSPHORUS, TOTAL (MG/L AS P)                     	73    	6326  	1973-01-02	1997-10-20	   .00E+00  	  9.90E-02  	  2.27E-02
00680	T ORG C  C        MG/L    	CARBON, TOTAL ORGANIC (MG/L AS C)                 	172   	1008  	1972-01-06	1982-03-08	   .00E+00  	  9.70E+00  	  5.02E+00
00681	D ORG C  C        MG/L    	CARBON, DISSOLVED ORGANIC (MG/L AS C)             	3     	9     	1979-08-14	1979-08-14	  1.02E+00  	  9.70E-01  	  1.54E+00
00720	CYANIDE  CN-TOT   MG/L    	CYANIDE, TOTAL (MG/L AS CN)                  MG/L 	1     	1     	1992-07-01	1992-07-01	  5.00E+01  	  5.00E+01  	  5.00E+01
00916	CALCIUM  CA-TOT   MG/L    	CALCIUM, TOTAL (MG/L AS CA)                       	8     	20    	1972-07-28	1972-07-28	  4.00E+02  	  4.20E+02  	  4.10E+02
00927	MGNSIUM  MG,TOT   MG/L    	MAGNESIUM, TOTAL (MG/L AS MG)                     	123   	261   	1971-09-23	1972-06-09	  1.00E+03  	  9.90E+02  	  1.11E+03
00937	PTSSIUM  K,TOT    MG/L    	POTASSIUM, TOTAL MG/L AS  K)                      	115   	246   	1971-09-15	1972-06-01	  1.10E+01  	  6.50E+00  	  2.88E+02
00940	CHLORIDE TOTAL    MG/L    	CHLORIDE,TOTAL IN WATER                MG/L       	142   	418   	1971-09-15	1972-07-31	  1.00E+02  	  9.90E+01  	  1.12E+04
00948	ASBESTOS WHL SAMP CNT/LITR	ASBESTOS,WHL SAMP, COUNT/LITER WITH LENGTH/WIDTH>1	1     	1     	1992-07-01	1992-07-01	  7.00E+00  	  7.00E+00  	  7.00E+00
01002	ARSENIC  AS,TOT   UG/L    	ARSENIC, TOTAL (UG/L AS AS)                       	40    	87    	1972-07-19	1992-07-01	   .00E+00  	  6.60E-01  	  5.19E+00
01003	ARSENIC  SEDMG/KG DRY WGT 	ARSENIC IN BOTTOM DEPOSITS (MG/KG AS AS DRY WGT)  	60    	379   	1975-09-09	1987-07-14	  1.00E+00  	  9.90E-01  	  9.14E+00
01004	ARSENIC  TISMG/KG WET WGT 	ARSENIC TOTAL IN FISH OR ANIMAL WET WT MG/KG      	7     	40    	1972-07-28	1987-07-14	  1.00E+00  	  8.25E-01  	  3.50E+00
01012	BERYLIUM BE,TOT   UG/L    	BERYLLIUM, TOTAL (UG/L AS BE)                     	5     	15    	1980-04-17	1992-07-01	  1.00E+00  	  5.00E+00  	  7.55E+00
01013	BERYLIUM SEDMG/KG DRY WGT 	BERYLLIUM IN BOTTOM DEPOSITS(MG/KG AS BE DRY WGT) 	4     	8     	1980-04-17	1987-07-14	  1.10E+01  	  9.00E-01  	  9.17E+00
01026	CADMIUM  CD,SUSP  UG/L    	CADMIUM, SUSPENDED (UG/L AS CD)                   	2     	2     	1987-02-23	1987-04-21	  5.00E+00  	  9.00E+00  	  7.00E+00
01027	CADMIUM  CD,TOT   UG/L    	CADMIUM, TOTAL (UG/L AS CD)                       	130   	320   	1972-03-01	1992-07-01	   .00E+00  	  1.00E+01  	  1.39E+01
01028	CD MUD   DRY WGT  MG/KG-CD	CADMIUM,TOTAL IN BOTTOM DEPOSITS (MG/KG,DRY WGT)  	60    	368   	1975-09-09	1987-07-14	  1.00E+01  	  9.90E-02  	  1.13E+01
01029	CHROMIUM SEDMG/KG DRY WGT 	CHROMIUM,TOTAL IN BOTTOM DEPOSITS (MG/KG,DRY WGT) 	60    	380   	1975-09-09	1987-07-14	  1.00E+02  	  9.91E+01  	  1.73E+02
01034	CHROMIUM CR,TOT   UG/L    	CHROMIUM, TOTAL (UG/L AS CR)                      	125   	272   	1971-09-30	1992-07-01	   .00E+00  	  1.00E+01  	  8.27E+01
01042	COPPER   CU,TOT   UG/L    	COPPER, TOTAL (UG/L AS CU)                        	189   	842   	1971-09-23	1992-07-01	   .00E+00  	  1.00E+02  	  7.46E+00
01043	COPPER   SEDMG/KG DRY WGT 	COPPER IN BOTTOM DEPOSITS (MG/KG AS CU DRY WGT)   	60    	381   	1975-09-09	1987-07-14	  1.00E+02  	  9.97E+02  	  1.48E+02
01044	IRON     FE,SUSP  UG/L    	IRON, SUSPENDED (UG/L AS FE)                      	2     	2     	1987-02-24	1987-04-21	  2.90E+00  	  3.50E+00  	  3.20E+00
01045	IRON     FE,TOT   UG/L    	IRON, TOTAL (UG/L AS FE)                          	151   	535   	1972-02-29	1972-05-16	   .00E+00  	  1.00E+02  	  3.59E+02
01051	LEAD     PB,TOT   UG/L    	LEAD, TOTAL (UG/L AS PB)                          	146   	525   	1972-03-28	1992-07-01	   .00E+00  	  1.00E+02  	  9.25E+01
01052	LEAD     SEDMG/KG DRY WGT 	LEAD IN BOTTOM DEPOSITS (MG/KG AS PB DRY WGT)     	60    	396   	1975-09-09	1987-07-14	  1.00E+02  	  9.96E+01  	  2.36E+02
01053	MN MUD   DRY WGT  MG/KG-MN	MANGANESE IN BOTTOM DEPOSITS (MG/KG AS MN DRY WGT)	1     	1     	1975-09-09	1975-09-09	  4.50E+02  	  4.50E+02  	  4.50E+02
01055	MANGNESE MN       UG/L    	MANGANESE, TOTAL (UG/L AS MN)                     	148   	702   	1972-02-29	1972-06-30	   .00E+00  	  1.00E+02  	  6.88E+01
01059	THALLIUM TL,TOTAL UG/L    	THALLIUM, TOTAL (UG/L AS TL)                      	5     	14    	1980-04-17	1992-07-01	  1.00E+01  	  8.52E+02  	  1.08E+02
01067	NICKEL   NI,TOTAL UG/L    	NICKEL, TOTAL (UG/L AS NI)                        	42    	135   	1972-06-06	1992-07-01	  1.00E+01  	  9.00E+00  	  1.33E+01
01068	NICKEL   SEDMG/KG DRY WGT 	NICKEL, TOTAL IN BOTTOM DEPOSITS (MG/KG,DRY WGT)  	60    	380   	1975-09-09	1987-07-14	  1.00E+02  	  9.62E+01  	  1.92E+02
01069	NICKEL   TISMG/KG WET WGT 	NICKEL, TOTAL IN FISH OR ANIMALS-WET WEIGHT MG/KG 	7     	30    	1972-07-28	1987-07-14	  1.00E+00  	  8.80E-01  	  3.99E+00
01073	THALLIUM TIS-WET  MG/KG   	THALLIUM,TISSUE,WET WEIGHT,MG/KG                  	4     	12    	1980-04-23	1987-07-14	  1.01E+01  	  9.90E+00  	  2.82E+00
01077	SILVER   AG,TOT   UG/L    	SILVER, TOTAL (UG/L AS AG)                        	88    	218   	1972-03-08	1992-07-01	  1.00E+01  	  7.50E+01  	  2.05E+01
01078	SILVER   SEDMG/KG DRY WGT 	SILVER IN BOTTOM DEPOSITS (MG/KG AS AG DRY WGT)   	4     	8     	1980-04-17	1987-07-14	  1.40E+00  	  9.00E-01  	  7.68E+00
01082	STRONTUM SR,TOT   UG/L    	STRONTIUM, TOTAL (UG/L AS SR)                     	8     	20    	1972-07-28	1972-07-28	  7.30E+03  	  7.70E+03  	  7.57E+03
01092	ZINC     ZN,TOT   UG/L    	ZINC, TOTAL (UG/L AS ZN)                          	198   	813   	1971-09-30	1992-07-01	   .00E+00  	  1.00E+02  	  6.77E+01
01093	ZINC     SEDMG/KG DRY WGT 	ZINC IN BOTTOM DEPOSITS (MG/KG AS ZN DRY WGT)     	60    	380   	1975-09-09	1987-07-14	  1.00E+01  	  9.70E+01  	  2.46E+02
01097	ANTIMONY SB,TOT   UG/L    	ANTIMONY, TOTAL (UG/L AS SB)                      	5     	15    	1980-04-17	1992-07-01	  1.00E+00  	  6.00E+01  	  5.68E+01
01098	ANTIMONY SEDMG/KG DRY WGT 	ANTIMONY IN BOTTOM DEPOSITS (MG/KG AS SB DRY WGT) 	4     	8     	1980-04-17	1987-07-14	  1.00E+00  	  7.10E+01  	  5.09E+01
01099	ANTIMONY TIS-WET  MG/KG   	ANTIMONY,TISSUE,WET WEIGHT,MG/KG                  	4     	12    	1980-04-23	1987-07-14	  1.00E+00  	  7.00E-02  	  8.42E+00
01147	SELENIUM SE,TOT   UG/L    	SELENIUM, TOTAL (UG/L AS SE)                      	5     	13    	1981-04-14	1992-07-01	   .00E+00  	  6.00E-01  	  1.89E+01
01148	SELENIUM SEDMG/KG DRY WGT 	SELENIUM IN BOTTOM DEPOSITS (MG/KG AS SE DRY WGT) 	4     	6     	1984-04-05	1987-07-14	  1.00E-01  	  4.10E+00  	  2.54E+01
01149	SELENIUM TISMG/KG WET WGT 	SELENIUM, TOTAL IN FISH OR ANIMALS WET WGT MG/KG  	6     	23    	1977-10-01	1987-04-21	  1.00E+00  	  8.20E-01  	  3.37E+00
01170	FE MUD   DRY WGT  MG/KG-FE	IRON IN BOTTOM DEPOSITS (MG/KG AS FE DRY WGT)     	4     	4     	1975-09-09	1975-09-10	  6.40E+04  	  8.70E+04  	  7.88E+04
30344	PCD12378 DIOXIN   TIS PG/G	PENTACHLORODIBENZO-P-DIOXIN,12378,FISH,WET WT,PG/G	2     	2     	1987-07-16	1987-07-29	  1.98E+00  	  9.60E-01  	  1.47E+00
30345	HCD12347 8 DIOXIN TIS PG/G	HEXACHLORODIBENZO-P-DIOXIN,123478,FISH,WET WT,PG/G	2     	2     	1987-07-16	1987-07-29	  2.46E+00  	  4.80E-01  	  1.47E+00
30346	HCD12367 8 DIOXIN TIS PG/G	HEXACHLORODIBENZO-P-DIOXIN,123678,FISH,WET WT,PG/G	2     	2     	1987-07-16	1987-07-29	  1.15E+00  	  8.10E-01  	  9.80E-01
30347	HCD12378 9 DIOXIN TIS PG/G	HEXACHLORODIBENZO-P-DIOXIN,123789,FISH,WET WT,PG/G	2     	2     	1987-07-16	1987-07-29	  1.37E+00  	  3.10E-01  	  8.40E-01
30348	HCD12346 78DIOXIN FISHPG/G	HEPTACHLORODIBENZO-P-DIOXIN,1234678,TIS,WETWT,PG/G	2     	2     	1987-07-16	1987-07-29	  1.51E+01  	  4.17E+00  	  9.63E+00
30349	TCD2378  FURAN    TIS PG/G	TETRACHLORODIBENZOFURAN, 2378- , FISH,WET WT.,PG/G	2     	2     	1987-07-16	1987-07-29	  3.48E+00  	  6.60E-01  	  2.07E+00
30350	PCD12378 FURAN    TIS PG/G	PENTACHLORODIBENZOFURAN,12378- , FISH,WET WT.,PG/G	2     	2     	1987-07-16	1987-07-29	  7.10E-01  	  8.40E-01  	  7.75E-01
30351	PCD23478 FURAN    TIS PG/G	PENTACHLORODIBENZOFURAN,23478- , FISH,WET WT.,PG/G	2     	2     	1987-07-16	1987-07-29	  1.54E+00  	  8.90E-01  	  1.22E+00
30352	HCD12347 8 FURAN  TIS PG/G	HEXACHLORODIBENZOFURAN,123478- , FISH,WET WT.,PG/G	2     	2     	1987-07-16	1987-07-29	  2.82E+00  	  7.00E-01  	  1.76E+00
30353	HCD12367 8 FURAN  TIS PG/G	HEXACHLORODIBENZOFURAN,123678- , FISH,WET WT.,PG/G	2     	2     	1987-07-16	1987-07-29	  2.83E+00  	  2.84E+00  	  2.84E+00
30354	HCD12378 9 FURAN  TIS PG/G	HEXACHLORODIBENZOFURAN,123789- , FISH,WET WT.,PG/G	2     	2     	1987-07-16	1987-07-29	  2.76E+00  	  2.76E+00  	  2.76E+00
30355	HCD23467 8 FURAN  TIS PG/G	HEXACHLORODIBENZOFURAN,234678- , FISH,WET WT.,PG/G	2     	2     	1987-07-16	1987-07-29	  1.95E+00  	  9.40E-01  	  1.45E+00
30356	HCD12346 78 FURAN TIS PG/G	HEPTACHLORODIBENZOFURAN,1234678- ,FISH,WET WT,PG/G	2     	2     	1987-07-16	1987-07-29	  1.54E+00  	  3.48E+00  	  2.51E+00
30357	HCD12347 89 FURAN TIS PG/G	HEPTACHLORODIBENZOFURAN,1234789- ,FISH,WET WT,PG/G	2     	2     	1987-07-16	1987-07-29	  2.60E+00  	  2.61E+00  	  2.61E+00
31501	TOT COLI MFIMENDO /100ML  	COLIFORM,TOT,MEMBRANE FILTER,IMMED.M-ENDO MED,35C 	174   	986   	1971-08-30	1972-08-02	   .00E+00  	  9.90E+03  	  8.41E+04
31503	TOT COLI MFDLENDO /100ML  	COLIFORM,TOT,MEMBR FILTER,DELAYED,M-ENDO MED,35 C 	1     	1     	1976-12-27	1976-12-27	   .00E+00  	   .00E+00  	   .00E+00
31505	TOT COLI MPN CONF /100ML  	COLIFORM,TOT,MPN,CONFIRMED TEST,35C (TUBE 31506)  	122   	11991 	1973-01-01	1991-03-05	   .00E+00  	  9.50E+02  	  1.84E+03
31615	FEC COLI MPNECMED /100ML  	FECAL COLIFORM,MPN,EC MED,44.5C (TUBE 31614)      	124   	12135 	1973-01-01	1991-11-05	   .00E+00  	  9.40E+01  	  4.65E+02
31616	FEC COLI MFM-FCBR /100ML  	FECAL COLIFORM,MEMBR FILTER,M-FC BROTH,44.5 C     	197   	10073 	1971-08-30	1998-12-29	   .00E+00  	  9.90E+01  	  3.16E+02
31639	ENTCOCCI GR D,MF  #/100ML 	ENTEROCOCCI GROUP D,MF TRANS,M-E,EIA  #/100ML     	91    	15619 	1982-11-09	1998-12-29	  1.00E+04  	  9.90E+01  	  1.83E+02
31678	FECSTREP MPN      TUBECODE	FECAL STREPTOCOCCI,MPN,AD-EVA,TUBE CONFIGURATION  	20    	199   	1973-11-05	1989-03-06	  1.00E+00  	  9.20E+02  	  9.81E+02
31710	STAPH    AUR CONF /100ML  	STAPHYLOCOCCUS AUREUS MF TECH. CONF GRAM STAIN    	19    	251   	1988-01-11	1996-07-01	  1.00E+00  	  9.00E+00  	  4.79E+00
32101	DICLBRMT  TOTUG/L         	BROMODICHLOROMETHANE,WHOLE WATER,UG/L             	8     	11    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+00  	  5.20E+00
32102	CARBNTET  TOTUG/L         	CARBON TETRACHLORIDE,WHOLE WATER,UG/L             	5     	8     	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+00  	  6.75E+00
32103	12DICLET  TOTUG/L         	1,2-DICHLOROETHANE,WHOLE WATER,UG/L               	5     	8     	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+00  	  7.38E+00
32104	BROMOFRM WHL-WTR  UG/L    	BROMOFORM,WHOLE WATER,UG/L                        	5     	8     	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+00  	  8.00E+00
32105	CLDIBRMT  TOTUG/L         	DIBROMOCHLOROMETHANE,WHOLE WATER,UG/L             	8     	11    	1980-04-17	1992-07-01	  1.00E+01  	  5.20E+00  	  5.47E+00
32106	CHLRFORM  TOTUG/L         	CHLOROFORM,WHOLE WATER,UG/L                       	10    	13    	1980-04-17	1992-07-01	  1.00E+01  	  7.00E-01  	  4.65E+00
32209	CHLRPHYL A        UG/L    	CHLOROPHYLL A UG/L FLUOROMETRIC CORRECTED         	45    	4971  	1980-08-04	1997-10-20	  1.00E+02  	  9.90E-01  	  4.17E+01
32730	PHENOLS  TOTAL    UG/L    	PHENOLICS, TOTAL, RECOVERABLE (UG/L)              	100   	181   	1971-09-30	1972-07-31	   .00E+00  	  1.00E+02  	  1.04E+04
34010	TOLUENE   TOT UG/L        	TOLUENE IN WTR SMPLE GC-MS, HEXADECONE EXTR.(UG/L)	10    	13    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E-01  	  4.30E+00
34030	BENZENE   TOT UG/L        	BENZENE IN WTR SMPLE GC-MS, HEXADECONE EXTR.(UG/L)	10    	13    	1980-04-17	1992-07-01	  1.00E+01  	  9.00E+00  	  4.68E+00
34198	DELTABHC WTR WHL  LBS/DAY 	BHC-DELTA, WATER, WHOLE                    LBS/DAY	1     	1     	1992-07-01	1992-07-01	  9.00E-02  	  9.00E-02  	  9.00E-02
34200	ACENAPHT HYLENE   TOTWUG/L	ACENAPHTHYLENE                            TOTWUG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.00E+01
34203	ACNAPTHY SEDUG/KG DRY WGT 	ACENAPHTHYLENE                     DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34204	ACNAPTHY TISMG/KG WET WGT 	ACENAPHTHYLENE                     WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34205	ACENAPHT HENE     TOTWUG/L	ACENAPHTHENE                              TOTWUG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.00E+01
34208	ACNAPTHE SEDUG/KG DRY WGT 	ACENAPHTHENE                       DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34209	ACNAPTHE TISMG/KG WET WGT 	ACENAPHTHENE                       WET WGTTISMG/KG	3     	6     	1980-04-23	1987-07-14	  2.50E+00  	  5.00E-01  	  8.89E+02
34210	ACROLEIN  TOTWUG/L        	ACROLEIN                                  TOTWUG/L	4     	5     	1980-04-17	1992-07-01	  1.00E+02  	  2.50E+01  	  8.50E+01
34213	ACROLEIN SEDUG/KG DRY WGT 	ACROLEIN                           DRY WGTBOTUG/KG	3     	4     	1980-04-17	1984-04-05	  1.49E+02  	  5.00E+01  	  7.48E+01
34214	ACROLEIN TISMG/KG WET WGT 	ACROLEIN                           WET WGTTISMG/KG	3     	3     	1980-04-23	1984-02-01	  5.00E-02  	  5.00E-02  	  5.00E-02
34215	ACRYLONI TRILE    TOTWUG/L	ACRYLONITRILE                             TOTWUG/L	4     	5     	1980-04-17	1992-07-01	  1.00E+02  	  2.50E+01  	  8.50E+01
34218	ACRYLNIT SEDUG/KG DRY WGT 	ACRYLONITRILE                      DRY WGTBOTUG/KG	3     	4     	1980-04-17	1984-04-05	  1.49E+02  	  5.00E+01  	  7.48E+01
34219	ACRYLNIT TISMG/KG WET WGT 	ACRYLONITRILE                      WET WGTTISMG/KG	3     	3     	1980-04-23	1984-02-01	  5.00E-02  	  5.00E-02  	  5.00E-02
34220	ANTHRACE NE       TOTWUG/L	ANTHRACENE                                TOTWUG/L	5     	9     	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  1.89E+01
34223	ANTHRACE SEDUG/KG DRY WGT 	ANTHRACENE                         DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34224	ANTHRACE TISMG/KG WET WGT 	ANTHRACENE                         WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34230	BENZBFLU ORANT TO TAL UG/L	BENZO(B)FLUORANTHENE,WHOLE WATER,UG/L             	4     	11    	1980-04-17	1987-07-14	  1.00E+01  	  5.00E+01  	  2.09E+01
34233	BENZBFLU ORANTMUD DRYUG/KG	BENZO(B)FLUORANTHENE,SEDIMENTS,DRY WGT,UG/KG      	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34234	BENZBFLU ORANTTIS WETMG/KG	BENZO(B)FLUORANTHENE,TISSUE,WET WGT,MG/KG         	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34237	BENZENE  SEDUG/KG DRY WGT 	BENZENE                            DRY WGTBOTUG/KG	4     	8     	1980-04-17	1987-07-14	  1.10E+01  	  5.00E+00  	  1.52E+01
34238	BENZENE  TISMG/KG WET WGT 	BENZENE                            WET WGTTISMG/KG	3     	7     	1980-04-23	1987-07-14	  2.00E-03  	  5.00E-03  	  4.21E-03
34241	BENZIDIN TISMG/KG WET WGT 	BENZIDINE                          WET WGTTISMG/KG	4     	8     	1980-04-23	1985-03-27	  1.60E+00  	  5.00E-01  	  2.33E+00
34242	BENZO(K) FLUORANT TOTWUG/L	BENZO(K)FLUORANTHENE, TOTAL, WATER            UG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.00E+01
34245	BENZKFLU SEDUG/KG DRY WGT 	BENZO(K)FLUORANTHENE, DRY WT, SEDIMENT       UG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34246	BENZKFLU TISMG/KG WET WGT 	BENZO(K)FLUORANTHENE, WET WT, TISSUE         MG/KG	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34247	BENZO(A) PYRENE   TOTWUG/L	BENZO-A-PYRENE                            TOTWUG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.00E+01
34250	BENZAPYR SEDUG/KG DRY WGT 	BENZO-A-PYRENE                     DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34251	BENZAPYR TISMG/KG WET WGT 	BENZO-A-PYRENE                     WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34252	BERYLIUM TISMG/KG WET WGT 	BERYLLIUM                          WET WGTTISMG/KG	4     	12    	1980-04-23	1987-07-14	  1.10E-01  	  9.00E-02  	  7.54E-01
