
Maui, HI
Number of Stations = 130


Code 	Short Name                	Long Name                                         	# Stns	# Obs 	First Date	Last Date 	Min Value   	Max Value   	   Average
00652	PHOS-DIS TOT WTM  MG/L P  	PHOSPHOROUS DISSOLVED TOTAL WHATMAN GF/F MG/L P   	26    	1072  	1990-08-14	1994-08-22	  1.00E-02  	  9.90E-03  	  1.51E-02
00665	PHOS-TOT  MG/L P          	PHOSPHORUS, TOTAL (MG/L AS P)                     	48    	1411  	1973-02-05	1997-10-21	  1.00E-01  	  9.90E-03  	  3.04E-02
00680	T ORG C  C        MG/L    	CARBON, TOTAL ORGANIC (MG/L AS C)                 	31    	1068  	1980-03-10	1994-08-22	  1.00E+00  	  9.99E-01  	  1.48E+00
00681	D ORG C  C        MG/L    	CARBON, DISSOLVED ORGANIC (MG/L AS C)             	1     	2     	1980-04-14	1980-06-16	  1.30E+00  	  3.40E+00  	  2.35E+00
00900	TOT HARD CACO3    MG/L    	HARDNESS, TOTAL (MG/L AS CACO3)                   	7     	216   	1994-10-18	1995-11-16	  1.00E+01  	  9.00E+00  	  2.59E+01
00901	C HARD   CACO3    MG/L    	HARDNESS, CARBONATE (MG/L AS CACO3)               	7     	206   	1994-10-18	1995-11-16	  1.00E+01  	  9.00E+00  	  2.06E+01
00902	NC HARD  CACO3    MG/L    	HARDNESS, NON-CARBONATE (MG/L AS CACO3)           	7     	209   	1994-10-18	1995-11-16	   .00E+00  	  9.00E+00  	  6.40E+00
00955	SILICA   DISOLVED MG/L    	SILICA, DISSOLVED (MG/L AS SI02)                  	26    	1070  	1990-08-14	1994-08-22	  1.01E+00  	  1.00E-01  	  8.36E-01
01002	ARSENIC  AS,TOT   UG/L    	ARSENIC, TOTAL (UG/L AS AS)                       	3     	7     	1976-08-10	1983-06-13	  1.00E+00  	  2.00E+00  	  1.86E+00
01003	ARSENIC  SEDMG/KG DRY WGT 	ARSENIC IN BOTTOM DEPOSITS (MG/KG AS AS DRY WGT)  	31    	49    	1978-05-25	1983-06-14	  1.00E+00  	  9.90E+00  	  4.08E+00
01012	BERYLIUM BE,TOT   UG/L    	BERYLLIUM, TOTAL (UG/L AS BE)                     	2     	3     	1980-06-24	1983-06-13	  1.00E+01  	  3.00E+00  	  1.13E+01
01013	BERYLIUM SEDMG/KG DRY WGT 	BERYLLIUM IN BOTTOM DEPOSITS(MG/KG AS BE DRY WGT) 	2     	4     	1980-06-24	1983-06-14	  1.00E+00  	  7.50E-01  	  1.44E+03
01027	CADMIUM  CD,TOT   UG/L    	CADMIUM, TOTAL (UG/L AS CD)                       	2     	3     	1980-06-24	1983-06-13	  3.20E+01  	  8.60E+00  	  1.62E+01
01028	CD MUD   DRY WGT  MG/KG-CD	CADMIUM,TOTAL IN BOTTOM DEPOSITS (MG/KG,DRY WGT)  	31    	49    	1978-05-25	1983-06-14	  1.00E+01  	  8.00E-02  	  7.76E+00
01029	CHROMIUM SEDMG/KG DRY WGT 	CHROMIUM,TOTAL IN BOTTOM DEPOSITS (MG/KG,DRY WGT) 	30    	48    	1978-05-25	1983-06-14	  1.00E+01  	  8.20E+01  	  5.59E+01
01034	CHROMIUM CR,TOT   UG/L    	CHROMIUM, TOTAL (UG/L AS CR)                      	3     	8     	1976-08-10	1983-06-13	  1.00E-03  	  5.60E+01  	  3.08E+01
01042	COPPER   CU,TOT   UG/L    	COPPER, TOTAL (UG/L AS CU)                        	4     	9     	1976-08-10	1983-06-13	  1.00E-03  	  7.00E+00  	  1.51E+01
01043	COPPER   SEDMG/KG DRY WGT 	COPPER IN BOTTOM DEPOSITS (MG/KG AS CU DRY WGT)   	31    	50    	1978-05-25	1983-06-14	  1.20E+02  	  9.90E+01  	  5.74E+01
01051	LEAD     PB,TOT   UG/L    	LEAD, TOTAL (UG/L AS PB)                          	3     	8     	1976-08-10	1983-06-13	  1.00E+01  	  4.50E+00  	  6.14E+01
01052	LEAD     SEDMG/KG DRY WGT 	LEAD IN BOTTOM DEPOSITS (MG/KG AS PB DRY WGT)     	31    	50    	1978-05-25	1983-06-14	  1.00E+02  	  7.00E+00  	  5.28E+01
01059	THALLIUM TL,TOTAL UG/L    	THALLIUM, TOTAL (UG/L AS TL)                      	2     	3     	1980-06-24	1983-06-13	  1.00E+00  	  4.38E+02  	  1.47E+02
01067	NICKEL   NI,TOTAL UG/L    	NICKEL, TOTAL (UG/L AS NI)                        	3     	8     	1976-08-10	1983-06-13	  1.00E-03  	  3.80E+01  	  4.40E+01
01068	NICKEL   SEDMG/KG DRY WGT 	NICKEL, TOTAL IN BOTTOM DEPOSITS (MG/KG,DRY WGT)  	31    	50    	1978-05-25	1983-06-14	  1.11E+02  	  9.96E+01  	  1.58E+02
01077	SILVER   AG,TOT   UG/L    	SILVER, TOTAL (UG/L AS AG)                        	2     	3     	1980-06-24	1983-06-13	  1.50E+01  	  4.90E+01  	  3.53E+01
01078	SILVER   SEDMG/KG DRY WGT 	SILVER IN BOTTOM DEPOSITS (MG/KG AS AG DRY WGT)   	2     	3     	1982-08-24	1983-06-14	  2.20E+00  	  4.50E-01  	  1.68E+00
01092	ZINC     ZN,TOT   UG/L    	ZINC, TOTAL (UG/L AS ZN)                          	3     	8     	1976-08-10	1983-06-13	  1.00E-03  	  2.40E+01  	  1.75E+02
01093	ZINC     SEDMG/KG DRY WGT 	ZINC IN BOTTOM DEPOSITS (MG/KG AS ZN DRY WGT)     	31    	50    	1978-05-25	1983-06-14	  1.00E+02  	  9.70E+01  	  6.67E+01
01097	ANTIMONY SB,TOT   UG/L    	ANTIMONY, TOTAL (UG/L AS SB)                      	2     	3     	1980-06-24	1983-06-13	  1.00E+00  	  7.06E+02  	  2.37E+02
01098	ANTIMONY SEDMG/KG DRY WGT 	ANTIMONY IN BOTTOM DEPOSITS (MG/KG AS SB DRY WGT) 	2     	4     	1980-06-24	1983-06-14	  1.00E-01  	  2.18E+02  	  5.46E+01
01147	SELENIUM SE,TOT   UG/L    	SELENIUM, TOTAL (UG/L AS SE)                      	2     	2     	1982-08-24	1983-06-13	  1.00E+00  	  5.00E-01  	  7.50E-01
01148	SELENIUM SEDMG/KG DRY WGT 	SELENIUM IN BOTTOM DEPOSITS (MG/KG AS SE DRY WGT) 	2     	3     	1982-08-24	1983-06-14	  1.00E-01  	  8.00E-02  	  6.83E-02
31505	TOT COLI MPN CONF /100ML  	COLIFORM,TOT,MPN,CONFIRMED TEST,35C (TUBE 31506)  	62    	2092  	1973-01-08	1990-10-22	  1.09E+04  	  9.40E+01  	  2.39E+03
31615	FEC COLI MPNECMED /100ML  	FECAL COLIFORM,MPN,EC MED,44.5C (TUBE 31614)      	62    	2228  	1973-01-08	1991-11-20	  1.00E+00  	  9.40E+02  	  9.48E+02
31616	FEC COLI MFM-FCBR /100ML  	FECAL COLIFORM,MEMBR FILTER,M-FC BROTH,44.5 C     	37    	1277  	1980-04-14	1997-12-09	  1.00E+01  	  9.00E+00  	  1.64E+01
31639	ENTCOCCI GR D,MF  #/100ML 	ENTEROCOCCI GROUP D,MF TRANS,M-E,EIA  #/100ML     	55    	4104  	1989-05-01	1998-12-15	  1.00E+02  	  9.80E+01  	  1.32E+01
31678	FECSTREP MPN      TUBECODE	FECAL STREPTOCOCCI,MPN,AD-EVA,TUBE CONFIGURATION  	29    	86    	1976-01-12	1976-12-13	  1.00E+01  	  9.40E+01  	  8.29E+03
32101	DICLBRMT  TOTUG/L         	BROMODICHLOROMETHANE,WHOLE WATER,UG/L             	1     	1     	1980-06-24	1980-06-24	  1.00E+01  	  1.00E+01  	  1.00E+01
32102	CARBNTET  TOTUG/L         	CARBON TETRACHLORIDE,WHOLE WATER,UG/L             	1     	1     	1980-06-24	1980-06-24	  1.00E+01  	  1.00E+01  	  1.00E+01
32103	12DICLET  TOTUG/L         	1,2-DICHLOROETHANE,WHOLE WATER,UG/L               	1     	1     	1980-06-24	1980-06-24	  1.00E+01  	  1.00E+01  	  1.00E+01
32104	BROMOFRM WHL-WTR  UG/L    	BROMOFORM,WHOLE WATER,UG/L                        	1     	1     	1980-06-24	1980-06-24	  1.00E+01  	  1.00E+01  	  1.00E+01
32105	CLDIBRMT  TOTUG/L         	DIBROMOCHLOROMETHANE,WHOLE WATER,UG/L             	1     	1     	1980-06-24	1980-06-24	  1.00E+01  	  1.00E+01  	  1.00E+01
32106	CHLRFORM  TOTUG/L         	CHLOROFORM,WHOLE WATER,UG/L                       	3     	3     	1980-06-24	1986-08-08	  1.00E+01  	  3.00E+00  	  4.40E+00
32209	CHLRPHYL A        UG/L    	CHLOROPHYLL A UG/L FLUOROMETRIC CORRECTED         	35    	1756  	1980-09-15	1997-10-21	  1.00E+02  	  9.90E+00  	  1.60E+01
34010	TOLUENE   TOT UG/L        	TOLUENE IN WTR SMPLE GC-MS, HEXADECONE EXTR.(UG/L)	3     	3     	1980-06-24	1986-08-08	  1.00E+01  	  3.00E+00  	  4.40E+00
34030	BENZENE   TOT UG/L        	BENZENE IN WTR SMPLE GC-MS, HEXADECONE EXTR.(UG/L)	3     	3     	1980-06-24	1986-08-08	  1.00E+01  	  3.00E+00  	  4.40E+00
34200	ACENAPHT HYLENE   TOTWUG/L	ACENAPHTHYLENE                            TOTWUG/L	3     	4     	1980-06-24	1985-07-29	  1.00E+01  	  5.00E+00  	  1.88E+01
34203	ACNAPTHY SEDUG/KG DRY WGT 	ACENAPHTHYLENE                     DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  1.80E+03  	  9.80E+02  	  1.06E+03
34204	ACNAPTHY TISMG/KG WET WGT 	ACENAPHTHYLENE                     WET WGTTISMG/KG	1     	1     	1983-06-17	1983-06-17	  5.00E-01  	  5.00E-01  	  5.00E-01
34205	ACENAPHT HENE     TOTWUG/L	ACENAPHTHENE                              TOTWUG/L	3     	4     	1980-06-24	1985-07-29	  1.00E+01  	  5.00E+00  	  1.88E+01
34208	ACNAPTHE SEDUG/KG DRY WGT 	ACENAPHTHENE                       DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  1.80E+03  	  9.80E+02  	  1.06E+03
34210	ACROLEIN  TOTWUG/L        	ACROLEIN                                  TOTWUG/L	1     	1     	1980-06-24	1980-06-24	  1.00E+02  	  1.00E+02  	  1.00E+02
34213	ACROLEIN SEDUG/KG DRY WGT 	ACROLEIN                           DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  6.90E+01  	  9.80E+02  	  3.00E+02
34215	ACRYLONI TRILE    TOTWUG/L	ACRYLONITRILE                             TOTWUG/L	1     	1     	1980-06-24	1980-06-24	  1.00E+02  	  1.00E+02  	  1.00E+02
34218	ACRYLNIT SEDUG/KG DRY WGT 	ACRYLONITRILE                      DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  6.90E+01  	  9.80E+02  	  3.00E+02
34220	ANTHRACE NE       TOTWUG/L	ANTHRACENE                                TOTWUG/L	3     	4     	1980-06-24	1985-07-29	  1.00E+01  	  5.00E+00  	  1.88E+01
34223	ANTHRACE SEDUG/KG DRY WGT 	ANTHRACENE                         DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  1.80E+03  	  9.80E+02  	  1.06E+03
34224	ANTHRACE TISMG/KG WET WGT 	ANTHRACENE                         WET WGTTISMG/KG	1     	1     	1983-06-17	1983-06-17	  5.00E-01  	  5.00E-01  	  5.00E-01
34230	BENZBFLU ORANT TO TAL UG/L	BENZO(B)FLUORANTHENE,WHOLE WATER,UG/L             	3     	4     	1980-06-24	1985-07-29	  1.00E+01  	  5.00E+01  	  2.00E+01
34233	BENZBFLU ORANTMUD DRYUG/KG	BENZO(B)FLUORANTHENE,SEDIMENTS,DRY WGT,UG/KG      	2     	4     	1980-06-24	1983-06-14	  1.80E+03  	  9.80E+02  	  1.06E+03
34234	BENZBFLU ORANTTIS WETMG/KG	BENZO(B)FLUORANTHENE,TISSUE,WET WGT,MG/KG         	1     	1     	1983-06-17	1983-06-17	  5.00E-01  	  5.00E-01  	  5.00E-01
34237	BENZENE  SEDUG/KG DRY WGT 	BENZENE                            DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  3.50E+00  	  7.20E+00  	  4.88E+00
34241	BENZIDIN TISMG/KG WET WGT 	BENZIDINE                          WET WGTTISMG/KG	1     	1     	1983-06-17	1983-06-17	  5.00E-01  	  5.00E-01  	  5.00E-01
34242	BENZO(K) FLUORANT TOTWUG/L	BENZO(K)FLUORANTHENE, TOTAL, WATER            UG/L	2     	3     	1980-06-24	1983-06-13	  1.00E+01  	  5.00E+01  	  2.33E+01
34243	BENZO(K) FLUORANT DISSUG/L	BENZO(K)FLUORANTHENE, DISSOLVED, WATER        UG/L	1     	1     	1985-07-29	1985-07-29	  1.00E+01  	  1.00E+01  	  1.00E+01
34245	BENZKFLU SEDUG/KG DRY WGT 	BENZO(K)FLUORANTHENE, DRY WT, SEDIMENT       UG/KG	2     	4     	1980-06-24	1983-06-14	  1.80E+03  	  9.80E+02  	  1.06E+03
34246	BENZKFLU TISMG/KG WET WGT 	BENZO(K)FLUORANTHENE, WET WT, TISSUE         MG/KG	1     	1     	1983-06-17	1983-06-17	  5.00E-01  	  5.00E-01  	  5.00E-01
34247	BENZO(A) PYRENE   TOTWUG/L	BENZO-A-PYRENE                            TOTWUG/L	3     	4     	1980-06-24	1985-07-29	  1.00E+01  	  5.00E+01  	  2.00E+01
34250	BENZAPYR SEDUG/KG DRY WGT 	BENZO-A-PYRENE                     DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  1.80E+03  	  9.80E+02  	  1.06E+03
34251	BENZAPYR TISMG/KG WET WGT 	BENZO-A-PYRENE                     WET WGTTISMG/KG	1     	1     	1983-06-17	1983-06-17	  5.00E-01  	  5.00E-01  	  5.00E-01
34257	BETA BHC SEDUG/KG DRY WGT 	B-BHC-BETA                         DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  1.80E+03  	  9.80E+01  	  4.90E+02
34258	BETA BHC TISMG/KG WET WGT 	B-BHC-BETA                         WET WGTTISMG/KG	1     	1     	1983-06-17	1983-06-17	  5.00E-02  	  5.00E-02  	  5.00E-02
34259	DELTABHC  TOTUG/L         	DELTA BENZENE HEXACHLORIDE                TOTWUG/L	2     	3     	1980-06-24	1983-06-13	  1.00E+00  	  5.00E+01  	  1.73E+01
34262	DELTABHC SEDUG/KG DRY WGT 	DELTA BENZENE HEXACHLORIDE         DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  1.80E+03  	  9.80E+01  	  4.90E+02
34263	DELTABHC TISMG/KG WET WGT 	DELTA BENZENE HEXACHLORIDE         WET WGTTISMG/KG	1     	1     	1983-06-17	1983-06-17	  5.00E-02  	  5.00E-02  	  5.00E-02
34273	BIS2CHLO ROETHYLE TOTWUG/L	BIS (2-CHLOROETHYL) ETHER                 TOTWUG/L	3     	4     	1980-06-24	1985-07-29	  1.00E+01  	  5.00E+00  	  1.88E+01
34276	B2CETETR SEDUG/KG DRY WGT 	BIS (2-CHLOROETHYL) ETHER          DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  1.80E+03  	  9.80E+02  	  1.06E+03
34277	B2CETETR TISMG/KG WET WGT 	BIS (2-CHLOROETHYL) ETHER          WET WGTTISMG/KG	1     	1     	1983-06-17	1983-06-17	  5.00E-01  	  5.00E-01  	  5.00E-01
34278	BIS2CHLO ROETHOXY TOTWUG/L	BIS (2-CHLOROETHOXY) METHANE              TOTWUG/L	3     	4     	1980-06-24	1985-07-29	  1.00E+01  	  5.00E+00  	  1.88E+01
34281	B2CETOXM SEDUG/KG DRY WGT 	BIS (2-CHLOROETHOXY) METHANE       DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  1.80E+03  	  9.80E+02  	  1.06E+03
34282	B2CETOXM TISMG/KG WET WGT 	BIS (2-CHLOROETHOXY) METHANE       WET WGTTISMG/KG	1     	1     	1983-06-17	1983-06-17	  5.00E-01  	  5.00E-01  	  5.00E-01
34283	BIS2CHLO ROISOPRO TOTWUG/L	BIS (2-CHLOROISOPROPYL) ETHER             TOTWUG/L	3     	4     	1980-06-24	1985-07-29	  1.00E+01  	  5.00E+00  	  1.88E+01
34286	B2CIPETR SEDUG/KG DRY WGT 	BIS (2-CHLOROISOPROPYL) ETHER      DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  1.80E+03  	  9.80E+02  	  1.06E+03
34287	B2CIPETR TISMG/KG WET WGT 	BIS (2-CHLOROISOPROPYL) ETHER      WET WGTTISMG/KG	1     	1     	1983-06-17	1983-06-17	  5.00E-01  	  5.00E-01  	  5.00E-01
34288	BROMOFOR  DISSUG/L        	BROMOFORM                                 DISSUG/L	2     	2     	1985-07-29	1986-08-08	  2.00E-01  	  3.00E+00  	  1.60E+00
34290	BROMOFOR SEDUG/KG DRY WGT 	BROMOFORM                          DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  3.50E+00  	  7.20E+00  	  4.88E+00
34292	NBB PHTH TOTAL    UG/L    	N-BUTYL BENZYL PHTHALATE,WHOLE WATER,UG/L         	3     	4     	1980-06-24	1985-07-29	  1.00E+01  	  5.00E+00  	  1.88E+01
34295	NBB PHTH MUD-DRY  UG/KG   	N-BUTYL BENZYL PHTHALATE,SEDIMENTS,DRY WGT,UG/KG  	2     	4     	1980-06-24	1983-06-14	  1.80E+03  	  9.80E+02  	  1.06E+03
34296	NBB PHTH TIS-WET  MG/KG   	N-BUTYL BENZYL PHTHALATE,TISSUE,WET WGT,MG/KG     	1     	1     	1983-06-17	1983-06-17	  5.00E-01  	  5.00E-01  	  5.00E-01
34297	CARBONTE TRACHLOR DISSUG/L	CARBON TETRACHLORIDE                      DISSUG/L	2     	2     	1985-07-29	1986-08-08	  2.00E-01  	  3.00E+00  	  1.60E+00
34299	CARBNTET SEDUG/KG DRY WGT 	CARBON TETRACHLORIDE               DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  3.50E+00  	  7.20E+00  	  4.88E+00
34301	CHLOROBE NZENE    TOTWUG/L	CHLOROBENZENE                             TOTWUG/L	1     	1     	1980-06-24	1980-06-24	  1.00E+01  	  1.00E+01  	  1.00E+01
34303	CHLOROBE NZENE    SUSPUG/L	CHLOROBENZENE                             SUSPUG/L	2     	2     	1985-07-29	1986-08-08	  2.00E-01  	  3.00E+00  	  1.60E+00
34304	CLBENZEN SEDUG/KG DRY WGT 	CHLOROBENZENE                      DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  3.50E+00  	  7.20E+00  	  4.88E+00
34306	CHLORODI BROMOMET TOTWUG/L	CHLORODIBROMOMETHANE                      TOTWUG/L	2     	2     	1985-07-29	1986-08-08	  2.00E-01  	  3.00E+00  	  1.60E+00
34309	CLDIBRMT SEDUG/KG DRY WGT 	CHLORODIBROMOMETHANE               DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  3.50E+00  	  7.20E+00  	  4.88E+00
34311	CHLOROET HANE     TOTWUG/L	CHLOROETHANE                              TOTWUG/L	3     	3     	1980-06-24	1986-08-08	  1.00E+01  	  3.00E+00  	  4.40E+00
34314	CLETHANE SEDUG/KG DRY WGT 	CHLOROETHANE                       DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  3.50E+00  	  7.20E+00  	  4.88E+00
34318	CHLRFORM SEDUG/KG DRY WGT 	CHLOROFORM                         DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  3.50E+00  	  7.20E+00  	  4.88E+00
34320	CHRYSENE  TOTWUG/L        	CHRYSENE                                  TOTWUG/L	3     	4     	1980-06-24	1985-07-29	  1.00E+01  	  5.00E+01  	  2.00E+01
34323	CHRYSENE SEDUG/KG DRY WGT 	CHRYSENE                           DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  1.80E+03  	  9.80E+02  	  1.06E+03
34324	CHRYSENE TISMG/KG WET WGT 	CHRYSENE                           WET WGTTISMG/KG	1     	1     	1983-06-17	1983-06-17	  5.00E-01  	  5.00E-01  	  5.00E-01
34328	DICHLORO BROMOMET DISSUG/L	DICHLOROBROMOMETHANE                      DISSUG/L	1     	1     	1985-07-29	1985-07-29	  3.00E+00  	  3.00E+00  	  3.00E+00
34330	DICLBRMT SEDUG/KG DRY WGT 	DICHLOROBROMOMETHANE               DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  3.50E+00  	  7.20E+00  	  4.88E+00
34336	DIETHYLP HTHALATE TOTWUG/L	DIETHYL PHTHALATE                         TOTWUG/L	3     	4     	1980-06-24	1985-07-29	  1.00E+01  	  5.00E+00  	  1.93E+01
34339	DETHPHTH SEDUG/KG DRY WGT 	DIETHYL PHTHALATE                  DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  1.80E+03  	  9.80E+02  	  1.06E+03
34340	DETHPHTH TISMG/KG WET WGT 	DIETHYL PHTHALATE                  WET WGTTISMG/KG	1     	1     	1983-06-17	1983-06-17	  5.00E-01  	  5.00E-01  	  5.00E-01
34341	DIMETHYL PHTHALAT TOTWUG/L	DIMETHYL PHTHALATE                        TOTWUG/L	3     	4     	1980-06-24	1985-07-29	  1.00E+01  	  5.00E+00  	  1.88E+01
34344	DMETPHTH SEDUG/KG DRY WGT 	DIMETHYL PHTHALATE                 DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  1.80E+03  	  9.80E+02  	  1.06E+03
34345	DMETPHTH TISMG/KG WET WGT 	DIMETHYL PHTHALATE                 WET WGTTISMG/KG	1     	1     	1983-06-17	1983-06-17	  5.00E-01  	  5.00E-01  	  5.00E-01
34346	12DIPHEN YLHYDRAZ TOTWUG/L	1,2-DIPHENYLHYDRAZINE                     TOTWUG/L	2     	3     	1980-06-24	1983-06-13	  1.00E+01  	  5.00E+01  	  2.33E+01
34349	12DPHNHY SEDUG/KG DRY WGT 	1,2-DIPHENYLHYDRAZINE              DRY WGTBOTUG/KG	2     	4     	1980-06-24	1983-06-14	  1.80E+03  	  9.80E+02  	  1.06E+03
34350	12DPHNHY TISMG/KG WET WGT 	1,2-DIPHENYLHYDRAZINE              WET WGTTISMG/KG	1     	1     	1983-06-17	1983-06-17	  5.00E-01  	  5.00E-01  	  5.00E-01
34351	ENDSULSF  TOTUG/L         	ENDOSULFAN SULFATE                        TOTWUG/L	2     	3     	1980-06-24	1983-06-13	  1.00E+00  	  5.00E+01  	  1.73E+01
