
Kauai, HI
Number of Stations = 95


Code 	Short Name                	Long Name                                         	# Stns	# Obs 	First Date	Last Date 	Min Value   	Max Value   	   Average
01029	CHROMIUM SEDMG/KG DRY WGT 	CHROMIUM,TOTAL IN BOTTOM DEPOSITS (MG/KG,DRY WGT) 	23    	54    	1976-10-16	1983-02-09	  1.02E+02  	  8.76E+02  	  2.96E+02
01034	CHROMIUM CR,TOT   UG/L    	CHROMIUM, TOTAL (UG/L AS CR)                      	4     	16    	1976-10-18	1976-10-19	  1.00E-03  	  1.00E-03  	  1.00E-03
01042	COPPER   CU,TOT   UG/L    	COPPER, TOTAL (UG/L AS CU)                        	4     	16    	1976-10-18	1976-10-19	  1.00E-03  	  1.00E-03  	  1.00E-03
01043	COPPER   SEDMG/KG DRY WGT 	COPPER IN BOTTOM DEPOSITS (MG/KG AS CU DRY WGT)   	23    	54    	1976-10-16	1983-02-09	  1.05E+02  	  9.70E+01  	  7.08E+01
01051	LEAD     PB,TOT   UG/L    	LEAD, TOTAL (UG/L AS PB)                          	4     	16    	1976-10-18	1976-10-19	  2.00E-03  	  2.00E-03  	  2.00E-03
01052	LEAD     SEDMG/KG DRY WGT 	LEAD IN BOTTOM DEPOSITS (MG/KG AS PB DRY WGT)     	23    	52    	1976-10-16	1983-02-09	  1.00E+02  	  7.90E+01  	  5.09E+01
01067	NICKEL   NI,TOTAL UG/L    	NICKEL, TOTAL (UG/L AS NI)                        	4     	16    	1976-10-18	1976-10-19	  1.00E-03  	  1.00E-03  	  1.00E-03
01068	NICKEL   SEDMG/KG DRY WGT 	NICKEL, TOTAL IN BOTTOM DEPOSITS (MG/KG,DRY WGT)  	23    	54    	1976-10-16	1983-02-09	  1.61E+02  	  7.58E+01  	  2.74E+02
01092	ZINC     ZN,TOT   UG/L    	ZINC, TOTAL (UG/L AS ZN)                          	6     	18    	1976-10-18	1976-10-19	  1.00E-03  	  3.00E+01  	  8.33E+00
01093	ZINC     SEDMG/KG DRY WGT 	ZINC IN BOTTOM DEPOSITS (MG/KG AS ZN DRY WGT)     	23    	54    	1976-10-16	1983-02-09	  1.02E+02  	  9.99E+01  	  9.05E+01
31504	TOT COLI MFIM LES /100ML  	COLIFORM,TOT,MEMBR FILTER,IMMED,LES ENDO AGAR,35C 	1     	2     	1980-02-11	1980-03-03	  1.00E+01  	  8.00E+01  	  4.50E+01
31505	TOT COLI MPN CONF /100ML  	COLIFORM,TOT,MPN,CONFIRMED TEST,35C (TUBE 31506)  	58    	2343  	1973-01-08	1990-12-10	  1.00E+01  	  9.40E+01  	  2.26E+03
31615	FEC COLI MPNECMED /100ML  	FECAL COLIFORM,MPN,EC MED,44.5C (TUBE 31614)      	58    	2304  	1973-01-08	1990-12-10	  1.10E+03  	  9.40E+01  	  1.15E+02
31616	FEC COLI MFM-FCBR /100ML  	FECAL COLIFORM,MEMBR FILTER,M-FC BROTH,44.5 C     	29    	1235  	1980-02-11	1998-12-08	  1.00E+02  	  9.90E+00  	  9.83E+01
31639	ENTCOCCI GR D,MF  #/100ML 	ENTEROCOCCI GROUP D,MF TRANS,M-E,EIA  #/100ML     	29    	2616  	1989-05-08	1998-12-15	  1.00E+03  	  9.90E+00  	  5.10E+01
31678	FECSTREP MPN      TUBECODE	FECAL STREPTOCOCCI,MPN,AD-EVA,TUBE CONFIGURATION  	30    	568   	1973-11-05	1989-03-06	   .00E+00  	  9.40E+01  	  3.71E+02
32101	DICLBRMT  TOTUG/L         	BROMODICHLOROMETHANE,WHOLE WATER,UG/L             	3     	3     	1986-05-19	1986-05-19	  2.00E-01  	  2.00E-01  	  2.00E-01
32105	CLDIBRMT  TOTUG/L         	DIBROMOCHLOROMETHANE,WHOLE WATER,UG/L             	3     	3     	1986-05-19	1986-05-19	  5.00E-01  	  5.00E-01  	  5.00E-01
32106	CHLRFORM  TOTUG/L         	CHLOROFORM,WHOLE WATER,UG/L                       	5     	6     	1984-08-15	1986-08-19	  2.00E-01  	  3.00E+00  	  1.13E+00
32209	CHLRPHYL A        UG/L    	CHLOROPHYLL A UG/L FLUOROMETRIC CORRECTED         	11    	794   	1980-09-15	1997-10-20	   .00E+00  	  9.90E+00  	  2.37E+01
34010	TOLUENE   TOT UG/L        	TOLUENE IN WTR SMPLE GC-MS, HEXADECONE EXTR.(UG/L)	5     	6     	1984-08-15	1986-08-19	  2.00E-01  	  5.00E-01  	  1.28E+00
34030	BENZENE   TOT UG/L        	BENZENE IN WTR SMPLE GC-MS, HEXADECONE EXTR.(UG/L)	5     	6     	1984-08-15	1986-08-19	  2.00E-01  	  5.00E-01  	  1.28E+00
34200	ACENAPHT HYLENE   TOTWUG/L	ACENAPHTHYLENE                            TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34205	ACENAPHT HENE     TOTWUG/L	ACENAPHTHENE                              TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34220	ANTHRACE NE       TOTWUG/L	ANTHRACENE                                TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34230	BENZBFLU ORANT TO TAL UG/L	BENZO(B)FLUORANTHENE,WHOLE WATER,UG/L             	2     	2     	1984-08-15	1984-08-15	  1.00E+01  	  1.00E+01  	  1.00E+01
34243	BENZO(K) FLUORANT DISSUG/L	BENZO(K)FLUORANTHENE, DISSOLVED, WATER        UG/L	2     	2     	1984-08-15	1984-08-15	  1.00E+01  	  1.00E+01  	  1.00E+01
34247	BENZO(A) PYRENE   TOTWUG/L	BENZO-A-PYRENE                            TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  1.00E+01  	  1.00E+01  	  1.00E+01
34273	BIS2CHLO ROETHYLE TOTWUG/L	BIS (2-CHLOROETHYL) ETHER                 TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34278	BIS2CHLO ROETHOXY TOTWUG/L	BIS (2-CHLOROETHOXY) METHANE              TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34283	BIS2CHLO ROISOPRO TOTWUG/L	BIS (2-CHLOROISOPROPYL) ETHER             TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34288	BROMOFOR  DISSUG/L        	BROMOFORM                                 DISSUG/L	5     	6     	1984-08-15	1986-08-19	  1.00E+00  	  3.00E+00  	  1.53E+00
34292	NBB PHTH TOTAL    UG/L    	N-BUTYL BENZYL PHTHALATE,WHOLE WATER,UG/L         	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34297	CARBONTE TRACHLOR DISSUG/L	CARBON TETRACHLORIDE                      DISSUG/L	5     	6     	1984-08-15	1986-08-19	  2.00E-01  	  3.00E+00  	  1.13E+00
34303	CHLOROBE NZENE    SUSPUG/L	CHLOROBENZENE                             SUSPUG/L	5     	6     	1984-08-15	1986-08-19	  2.00E-01  	  3.00E+00  	  1.13E+00
34306	CHLORODI BROMOMET TOTWUG/L	CHLORODIBROMOMETHANE                      TOTWUG/L	3     	3     	1984-08-15	1986-08-19	  2.00E-01  	  3.00E+00  	  2.07E+00
34311	CHLOROET HANE     TOTWUG/L	CHLOROETHANE                              TOTWUG/L	5     	6     	1984-08-15	1986-08-19	  2.00E+00  	  3.00E+00  	  2.03E+00
34320	CHRYSENE  TOTWUG/L        	CHRYSENE                                  TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  1.00E+01  	  1.00E+01  	  1.00E+01
34328	DICHLORO BROMOMET DISSUG/L	DICHLOROBROMOMETHANE                      DISSUG/L	2     	2     	1984-08-15	1984-08-15	  3.00E+00  	  3.00E+00  	  3.00E+00
34336	DIETHYLP HTHALATE TOTWUG/L	DIETHYL PHTHALATE                         TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34341	DIMETHYL PHTHALAT TOTWUG/L	DIMETHYL PHTHALATE                        TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34376	FLUORANT HENE     TOTWUG/L	FLUORANTHENE                              TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  3.00E+00  	  3.00E+00  	  3.00E+00
34381	FLUORENE  TOTWUG/L        	FLUORENE                                  TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34386	HEXACHLO ROCYCLOP TOTWUG/L	HEXACHLOROCYCLOPENTADIENE                 TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34391	HEXACHLO ROBUTADI TOTWUG/L	HEXACHLOROBUTADIENE                       TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34396	HEXACHLO ROETHANE TOTWUG/L	HEXACHLOROETHANE                          TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34403	INDENO(1 23CD)PYR TOTWUG/L	INDENO (1,2,3-CD) PYRENE                  TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  1.00E+01  	  1.00E+01  	  1.00E+01
34408	ISPHRONE  TOTUG/L         	ISOPHORONE                                TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34413	METHYLBR OMIDE    TOTWUG/L	METHYL BROMIDE                            TOTWUG/L	5     	6     	1984-08-15	1986-08-19	  2.00E+00  	  3.00E+00  	  2.03E+00
34418	METHYLCH LORIDE   TOTWUG/L	METHYL CHLORIDE                           TOTWUG/L	4     	4     	1986-05-19	1986-08-19	  2.00E+00  	  2.00E-01  	  1.55E+00
34423	METHYLEN ECHLORID TOTWUG/L	METHYLENE CHLORIDE                        TOTWUG/L	3     	3     	1984-08-15	1986-08-19	  2.00E-01  	  3.00E+00  	  2.07E+00
34428	NITROSOD IPROPYLA TOTWUG/L	N-NITROSODI-N-PROPYLAMINE                 TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34433	NITROSOD IPHENYLA TOTWUG/L	N-NITROSODIPHENYLAMINE                    TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34438	NITROSOD IMETHYLA TOTWUG/L	N-NITROSODIMETHYLAMINE                    TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34447	NITROBEN ZENE     TOTWUG/L	NITROBENZENE                              TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34452	PARACHLO ROMETACR TOTWUG/L	PARACHLOROMETA CRESOL                     TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  3.00E+01  	  3.00E+01  	  3.00E+01
34461	PHENANTH RENE     TOTWUG/L	PHENANTHRENE                              TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34469	PYRENE    TOTWUG/L        	PYRENE                                    TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34475	TETRACHL OROETHYL TOTWUG/L	TETRACHLOROETHYLENE                       TOTWUG/L	7     	8     	1984-08-15	1986-08-19	  1.00E-02  	  3.00E+00  	  8.53E-01
34485	TRICHLOR OETHYLEN DISSUG/L	TRICHLOROETHYLENE                         DISSUG/L	8     	9     	1984-08-15	1986-08-19	  2.00E-01  	  5.00E-01  	  9.22E-01
34497	11DICHLO ROETHANE DISSUG/L	1,1-DICHLOROETHANE                        DISSUG/L	5     	6     	1984-08-15	1986-08-19	  2.00E-01  	  3.00E+00  	  1.13E+00
34501	11DICHLO ROETHYLE TOTWUG/L	1,1-DICHLOROETHYLENE                      TOTWUG/L	5     	6     	1984-08-15	1986-08-19	  2.00E-01  	  3.00E+00  	  1.13E+00
34506	111TRICH LOROETHA TOTWUG/L	1,1,1-TRICHLOROETHANE                     TOTWUG/L	5     	6     	1984-08-15	1986-08-19	  2.00E-01  	  5.00E-01  	  1.28E+00
34511	112TRICH LOROETHA TOTWUG/L	1,1,2-TRICHLOROETHANE                     TOTWUG/L	5     	6     	1984-08-15	1986-08-19	  2.00E-01  	  3.00E+00  	  1.13E+00
34517	1122TETR ACHLOROE DISSUG/L	1,1,2,2-TETRACHLOROETHANE                 DISSUG/L	5     	6     	1984-08-15	1986-08-19	  2.00E-01  	  3.00E+00  	  1.13E+00
34521	BENZO(GH I)PERYLE TOTWUG/L	BENZO(GHI)PERYLENE1,12-BENZOPERYLENE      TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  1.00E+01  	  1.00E+01  	  1.00E+01
34527	BENZO(A) ANTHRACE DISSUG/L	BENZO(A)ANTHRACENE1,2-BENZANTHRACENE      DISSUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34532	12DICHLO ROETHANE DISSUG/L	1,2-DICHLOROETHANE                        DISSUG/L	5     	6     	1984-08-15	1986-08-19	  2.00E-01  	  3.00E+00  	  1.13E+00
34537	12DICHLO ROBENZEN DISSUG/L	1,2-DICHLOROBENZENE                       DISSUG/L	3     	3     	1984-08-15	1986-08-19	  2.00E-01  	  5.00E+00  	  3.40E+00
34541	12DICHLO ROPROPAN TOTWUG/L	1,2-DICHLOROPROPANE                       TOTWUG/L	5     	6     	1984-08-15	1986-08-19	  2.00E-01  	  3.00E+00  	  1.13E+00
34546	12DICHLO ROETHENE TOTWUG/L	TRANS-1,2-DICHLOROETHENE, TOTAL, IN WATER     UG/L	3     	3     	1984-08-15	1986-08-19	  2.00E-01  	  3.00E+00  	  2.07E+00
34551	124TRICH LOROBENZ TOTWUG/L	1,2,4-TRICHLOROBENZENE                    TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34557	DIBENZ(A H)ANTHRA DISSUG/L	1,2,5,6-DIBENZANTHRACENE                  DISSUG/L	2     	2     	1984-08-15	1984-08-15	  1.00E+01  	  1.00E+01  	  1.00E+01
34566	13DICHLO ROBENZEN TOTWUG/L	1,3-DICHLOROBENZENE                       TOTWUG/L	5     	6     	1984-08-15	1986-08-19	  2.00E-01  	  5.00E+00  	  1.80E+00
34571	14DICHLO ROBENZEN TOTWUG/L	1,4-DICHLOROBENZENE                       TOTWUG/L	3     	3     	1984-08-15	1986-08-19	  2.00E-01  	  5.00E+00  	  3.40E+00
34576	2CHLOROE THYLVINY TOTWUG/L	2-CHLOROETHYL VINYL ETHER                 TOTWUG/L	3     	3     	1984-08-15	1986-08-19	  2.00E-01  	  3.00E+00  	  2.07E+00
34581	2CHLORON APHTHALE TOTWUG/L	2-CHLORONAPHTHALENE                       TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34586	2CHLOROP HENOL    TOTWUG/L	2-CHLOROPHENOL                            TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34591	2NITROPH ENOL     TOTWUG/L	2-NITROPHENOL                             TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34596	DINOCTPH  TOTUG/L         	DI-N-OCTYL PHTHALATE                      TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  1.00E+01  	  1.00E+01  	  1.00E+01
34601	24DICHLO ROPHENOL TOTWUG/L	2,4-DICHLOROPHENOL                        TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34606	24DIMETH YLPHENOL TOTWUG/L	2,4-DIMETHYLPHENOL                        TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34611	24DINITR OTOLUENE TOTWUG/L	2,4-DINITROTOLUENE                        TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34621	246TRICH LOROPHEN TOTWUG/L	2,4,6-TRICHLOROPHENOL                     TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  2.00E+01  	  2.00E+01  	  2.00E+01
34626	26DINITR OTOLUENE TOTWUG/L	2,6-DINITROTOLUENE                        TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34636	4BROMOPH ENYLPHEN TOTWUG/L	4-BROMOPHENYL PHENYL ETHER                TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34641	4CHLOROP HENYLPHE TOTWUG/L	4-CHLOROPHENYL PHENYL ETHER               TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34646	4NITROPH ENOL     TOTWUG/L	4-NITROPHENOL                             TOTWUG/L	2     	2     	1984-08-15	1984-08-15	  3.00E+01  	  3.00E+01  	  3.00E+01
34694	PHENOL    TOT UG/L        	PHENOL(C6H5OH)-SINGLE COMPOUND          TOTWUG/L  	1     	1     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34696	NAPTHALE NE     T OTWUG/L 	NAPHTHALENE                             TOTWUG/L  	2     	2     	1984-08-15	1984-08-15	  5.00E+00  	  5.00E+00  	  5.00E+00
34699	T1,3-DCP TOT WAT  UG/L    	TRANS-1,3-DICHLOROPROPENETOTAL IN WATER UG/L      	3     	3     	1986-05-19	1986-05-19	  2.00E-01  	  2.00E-01  	  2.00E-01
34705	C1,3-DCP DISS WAT UG/L    	CIS-1,3-DICHLOROPROPENE  DISSOLVED IN WATER UG/L  	3     	3     	1986-05-19	1986-05-19	  2.00E-01  	  2.00E-01  	  2.00E-01
38401	AMETRYN   DISSUG/L        	AMETRYN                             WATER,DISSUG/L	6     	8     	1984-06-05	1984-08-15	  1.00E-01  	  5.00E-02  	  6.25E-02
38496	MERPHOS   DISSUG/L        	MERPHOS                             WATER,DISSUG/L	2     	2     	1986-05-19	1986-05-19	  1.00E-01  	  1.00E-01  	  1.00E-01
38535	PROPZINE  DISSUG/L        	PROPAZINE                           WATER,DISSUG/L	2     	2     	1984-08-15	1984-08-15	  1.00E-01  	  1.00E-01  	  1.00E-01
38715	BOLSTAR   TOTWUG/L        	BOLSTAR                             WATER, TOTUG/L	2     	2     	1986-05-19	1986-05-19	  5.00E-02  	  5.00E-02  	  5.00E-02
38740	CLRPYFOS -METHYL  TOTWUG/L	CHLORPYRIFOS-METHYL                 WATER, TOTUG/L	2     	2     	1986-05-19	1986-05-19	  3.00E-02  	  3.00E-02  	  3.00E-02
38745	2,4-DB    TOTWUG/L        	2,4-DB                              WATER, TOTUG/L	1     	1     	1986-05-19	1986-05-19	  1.00E+00  	  1.00E+00  	  1.00E+00
38775	DICLRVOS  DISSUG/L        	DICHLORVOS                          WATER, DISUG/L	2     	2     	1986-05-19	1986-05-19	  6.00E-01  	  6.00E-01  	  6.00E-01
38779	DINOSEB   DISSUG/L        	DINOSEB                             WATER, DISUG/L	1     	1     	1986-05-19	1986-05-19	  5.00E-01  	  5.00E-01  	  5.00E-01
38797	FENSULFO THION    DISSUG/L	FENSULFOTHION                       WATER, DISUG/L	2     	2     	1986-05-19	1986-05-19	  1.00E-01  	  1.00E-01  	  1.00E-01
38801	FENTHION  DISSUG/L        	FENTHION                            WATER, DISUG/L	2     	2     	1986-05-19	1986-05-19	  3.00E-02  	  3.00E-02  	  3.00E-02
38815	HEXA     ZINONE   TOTWUG/L	HEXAZINONE                          WATER, TOTUG/L	2     	4     	1985-10-29	1986-08-12	  5.00E-02  	  5.00E-02  	  5.00E-02
38855	NALED     TOTWUG/L        	NALED                               WATER, TOTUG/L	2     	2     	1986-05-19	1986-05-19	  2.00E+00  	  2.00E+00  	  2.00E+00
39015	ETHYL PR WTR  KCL UG/L    	ETHYLPARATHION, FLAME IONIFATION,WTR SMPLE(UG/L)  	2     	2     	1986-05-19	1986-05-19	  3.00E-02  	  3.00E-02  	  3.00E-02
39032	PCP       TOT UG/L        	PCP (PENTACHLOROPHENOL) WHOLE WATER SAMPLE    UG/L	2     	2     	1984-08-15	1984-08-15	  3.00E+01  	  3.00E+01  	  3.00E+01
39038	PHORSULF WHL SMPL UG/L    	PHORATE SULFONE IN WHOLE WATER SAMPLE (UG/L)      	2     	2     	1986-05-19	1986-05-19	  1.00E-01  	  1.00E-01  	  1.00E-01
39054	SIMETRYN WH.WATER (UG/L)  	SIMETRYNE IN WHOLE WATER (UG/L)                   	2     	2     	1984-08-15	1984-08-15	  1.00E-01  	  1.00E-01  	  1.00E-01
39055	SIMAZINE WH.WATER (UG/L)  	SIMAZINE IN WHOLE WATER (UG/L)                    	2     	2     	1984-08-15	1984-08-15	  1.00E-01  	  1.00E-01  	  1.00E-01
39056	PROMETON WH.WATER (UG/L)  	PROMETONE IN WHOLE WATER (UG/L)                   	2     	2     	1984-08-15	1984-08-15	  1.00E-01  	  1.00E-01  	  1.00E-01
39057	PRMETRYN WH.WATER (UG/L)  	PROMETRYNE IN WHOLE WATER (UG/L)                  	3     	4     	1984-08-15	1986-05-19	  1.00E-01  	  1.00E-01  	  1.00E-01
39061	PCP      SEDUG/KG DRY WGT 	PCP (PENTACHLOROPHENOL) IN BOT DEPOS DRY SOL UG/KG	14    	14    	1976-10-19	1977-12-05	  1.00E+01  	  3.00E+00  	  8.93E+00
39062	CHLORDAN C ISOMER WWS-UG/L	CHLORDANE-CIS ISOMER,WHOLE WATER SAMPL (UG/L)     	2     	2     	1979-07-13	1979-07-13	  2.00E-01  	  2.00E-01  	  2.00E-01
39064	CHLORDAN C ISOMER BOTUG/KG	CHLORDANE-CIS ISOMER BOTTOM DEPOS (UG/KG DRY SOL  	12    	15    	1977-12-05	1983-02-09	  1.00E+01  	  1.90E+01  	  1.06E+01
39065	CHLORDAN T ISOMER WWS-UG/L	CHLORDANE-TRNS ISOMER,WHOLE WATER SAMPL (UG/L)    	2     	2     	1979-07-13	1979-07-13	  1.50E-01  	  1.50E-01  	  1.50E-01
39067	CHLORDAN T ISOMER BOTUG/KG	CHLORDANE-TRANS ISOMER,BOTTOM DEPOS(UG/KG DRY SL  	12    	15    	1977-12-05	1983-02-09	  1.00E+01  	  2.00E+01  	  1.07E+01
39071	NONACHLR T ISOMER WWS-UG/L	CHLORDANE-NONACHLOR,TPANS ISO,WHOLE WTR (UG/L)    	2     	2     	1979-07-13	1979-07-13	  1.50E-01  	  1.50E-01  	  1.50E-01
39073	NONACHLR T ISOMER BOTUG/KG	CHLORDANE-NONACHLOR,TRANS ISO,BOTTOM DEP UG/KG    	12    	15    	1977-12-05	1983-02-09	  1.50E+01  	  2.00E+01  	  1.60E+01
39076	ALPHABHC SEDUG/KG DRY WGT 	BHC-ALPHA ISOMER, BOTTOM DEPOS (UG/KG DRY SOL)    	12    	15    	1977-12-05	1983-02-09	  8.00E+00  	  8.00E+00  	  8.00E+00
39082	12DIBROM ETHYLENE TOT UG/L	1,2-DIBROMOETHYLENE IN WATER,            TOTALUG/L	1     	1     	1986-08-19	1986-08-19	  2.00E-01  	  2.00E-01  	  2.00E-01
