
Hawaii, HI
Number of Stations = 517


Code 	Short Name                	Long Name                                         	# Stns	# Obs 	First Date	Last Date 	Min Value   	Max Value   	   Average
00619	UN-IONZD NH3-NH3  MG/L    	AMMONIA, UNIONIZED (CALC FR TEMP-PH-NH4)  (MG/L)  	41    	1485  	1979-07-09	1997-10-20	   .00E+00  	  1.00E-03  	  3.20E-03
00620	NO3-N    TOTAL    MG/L    	NITRATE NITROGEN, TOTAL (MG/L AS N)               	1     	1     	1994-06-29	1994-06-29	  2.80E-03  	  2.80E-03  	  2.80E-03
00625	TOT KJEL N        MG/L    	NITROGEN, KJELDAHL, TOTAL, (MG/L AS N)            	69    	1347  	1973-03-05	1997-10-20	   .00E+00  	  9.80E-01  	  2.15E-01
00630	NO2&NO3  N-TOTAL  MG/L    	NITRITE PLUS NITRATE, TOTAL 1 DET. (MG/L AS N)    	79    	1378  	1973-03-05	1997-10-20	  1.00E-01  	  9.90E-01  	  1.06E-01
00631	NO2&NO3  N-DISS   MG/L    	NITRITE PLUS NITRATE, DISS. 1 DET. (MG/L AS N)    	26    	855   	1990-02-20	1994-08-29	  1.00E-03  	  9.85E-02  	  1.05E-01
00650	T PO4    PO4      MG/L    	PHOSPHATE, TOTAL (MG/L AS PO4)                    	2     	6     	1992-06-20	1992-08-18	  1.20E+00  	  8.00E-01  	  1.12E+00
00651	PHOS D   OP WTM G F/F MG/L	PHOSPHOROUS DISS ORTHOPHOSPHATE WTM GF/F MG/L     	26    	855   	1990-02-20	1994-08-29	  1.00E-02  	  9.98E-03  	  1.54E-02
00652	PHOS-DIS TOT WTM  MG/L P  	PHOSPHOROUS DISSOLVED TOTAL WHATMAN GF/F MG/L P   	26    	854   	1990-02-20	1994-08-29	  1.00E-02  	  9.92E-03  	  2.19E-02
00665	PHOS-TOT  MG/L P          	PHOSPHORUS, TOTAL (MG/L AS P)                     	119   	1860  	1973-03-05	1997-10-20	  1.00E-01  	  9.92E-02  	  3.50E-02
00666	PHOS-DIS  MG/L P          	PHOSPHORUS, DISSOLVED (MG/L AS P)                 	1     	1     	1994-06-29	1994-06-29	  1.92E-02  	  1.92E-02  	  1.92E-02
00671	PHOS-DIS ORTHO    MG/L P  	PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (MG/L AS P)  	61    	245   	1986-04-01	1996-10-18	  1.00E-01  	  9.98E-02  	  5.84E-02
00673	PHOS-DIS ORGANIC  MG/L P  	PHOSPHORUS, DISSOLVED ORGANIC (MG/L AS P)         	37    	199   	1994-03-03	1996-10-18	   .00E+00  	  9.00E-03  	  9.16E-03
00680	T ORG C  C        MG/L    	CARBON, TOTAL ORGANIC (MG/L AS C)                 	46    	906   	1980-02-11	1994-08-29	  1.00E+00  	  9.99E-01  	  1.66E+00
00681	D ORG C  C        MG/L    	CARBON, DISSOLVED ORGANIC (MG/L AS C)             	2     	4     	1980-04-21	1980-04-21	  1.90E+00  	  3.30E+00  	  2.58E+00
00940	CHLORIDE TOTAL    MG/L    	CHLORIDE,TOTAL IN WATER                MG/L       	10    	36    	1974-02-01	1975-08-01	  1.00E+02  	  9.73E+02  	  1.75E+03
00955	SILICA   DISOLVED MG/L    	SILICA, DISSOLVED (MG/L AS SI02)                  	49    	901   	1981-02-19	1994-08-29	  1.00E-01  	  9.93E+00  	  5.28E+00
00956	SILICA   TOTAL    MG/L    	SILICA, TOTAL (MG/L AS SI02)                      	37    	199   	1994-03-03	1996-10-18	  1.01E+00  	  9.91E-01  	  1.05E+01
01002	ARSENIC  AS,TOT   UG/L    	ARSENIC, TOTAL (UG/L AS AS)                       	5     	17    	1976-09-27	1987-09-15	  1.00E+00  	  5.00E-01  	  9.62E+01
01003	ARSENIC  SEDMG/KG DRY WGT 	ARSENIC IN BOTTOM DEPOSITS (MG/KG AS AS DRY WGT)  	18    	158   	1976-09-27	1987-09-15	  1.00E+00  	  9.67E+01  	  9.49E+02
01004	ARSENIC  TISMG/KG WET WGT 	ARSENIC TOTAL IN FISH OR ANIMAL WET WT MG/KG      	2     	5     	1980-09-09	1984-09-04	  1.57E+00  	  8.00E-03  	  6.38E+00
01012	BERYLIUM BE,TOT   UG/L    	BERYLLIUM, TOTAL (UG/L AS BE)                     	2     	6     	1980-09-08	1987-09-15	  1.00E+00  	  5.00E+00  	  7.83E+00
01013	BERYLIUM SEDMG/KG DRY WGT 	BERYLLIUM IN BOTTOM DEPOSITS(MG/KG AS BE DRY WGT) 	2     	5     	1980-09-08	1987-09-15	  4.06E-01  	  9.10E-01  	  1.97E+00
01026	CADMIUM  CD,SUSP  UG/L    	CADMIUM, SUSPENDED (UG/L AS CD)                   	1     	1     	1987-09-15	1987-09-15	  4.00E+00  	  4.00E+00  	  4.00E+00
01027	CADMIUM  CD,TOT   UG/L    	CADMIUM, TOTAL (UG/L AS CD)                       	5     	17    	1976-09-27	1987-09-15	  1.00E+00  	  8.80E+01  	  7.19E+00
01028	CD MUD   DRY WGT  MG/KG-CD	CADMIUM,TOTAL IN BOTTOM DEPOSITS (MG/KG,DRY WGT)  	18    	148   	1976-09-27	1987-04-27	   .00E+00  	  9.20E+00  	  9.09E+00
01029	CHROMIUM SEDMG/KG DRY WGT 	CHROMIUM,TOTAL IN BOTTOM DEPOSITS (MG/KG,DRY WGT) 	18    	157   	1976-09-27	1987-09-15	  1.00E+02  	  9.60E+01  	  2.32E+02
01034	CHROMIUM CR,TOT   UG/L    	CHROMIUM, TOTAL (UG/L AS CR)                      	6     	18    	1976-09-27	1987-09-15	  1.00E+01  	  6.00E+01  	  1.85E+02
01042	COPPER   CU,TOT   UG/L    	COPPER, TOTAL (UG/L AS CU)                        	5     	17    	1976-09-27	1987-09-15	  1.00E-03  	  9.00E+01  	  1.57E+01
01043	COPPER   SEDMG/KG DRY WGT 	COPPER IN BOTTOM DEPOSITS (MG/KG AS CU DRY WGT)   	18    	158   	1976-09-27	1987-09-15	  1.03E+02  	  9.97E+01  	  1.22E+02
01044	IRON     FE,SUSP  UG/L    	IRON, SUSPENDED (UG/L AS FE)                      	1     	1     	1987-09-16	1987-09-16	  1.20E+00  	  1.20E+00  	  1.20E+00
01051	LEAD     PB,TOT   UG/L    	LEAD, TOTAL (UG/L AS PB)                          	5     	17    	1976-09-27	1987-09-15	  1.00E+01  	  5.00E+00  	  3.07E+01
01052	LEAD     SEDMG/KG DRY WGT 	LEAD IN BOTTOM DEPOSITS (MG/KG AS PB DRY WGT)     	18    	158   	1976-09-27	1987-09-15	  1.00E+01  	  9.77E+01  	  1.42E+02
01059	THALLIUM TL,TOTAL UG/L    	THALLIUM, TOTAL (UG/L AS TL)                      	2     	5     	1983-08-22	1987-09-15	  1.00E+01  	  2.50E+00  	  1.53E+01
01067	NICKEL   NI,TOTAL UG/L    	NICKEL, TOTAL (UG/L AS NI)                        	5     	17    	1976-09-27	1987-09-15	  1.00E+01  	  4.00E+01  	  2.18E+01
01068	NICKEL   SEDMG/KG DRY WGT 	NICKEL, TOTAL IN BOTTOM DEPOSITS (MG/KG,DRY WGT)  	18    	160   	1976-09-27	1987-09-15	  1.00E+02  	  9.85E+01  	  1.88E+02
01069	NICKEL   TISMG/KG WET WGT 	NICKEL, TOTAL IN FISH OR ANIMALS-WET WEIGHT MG/KG 	2     	6     	1983-08-22	1987-09-16	  1.80E+01  	  8.50E-01  	  4.94E+00
01073	THALLIUM TIS-WET  MG/KG   	THALLIUM,TISSUE,WET WEIGHT,MG/KG                  	2     	6     	1983-08-22	1987-09-16	  1.50E-02  	  5.00E-02  	  5.82E-01
01077	SILVER   AG,TOT   UG/L    	SILVER, TOTAL (UG/L AS AG)                        	2     	5     	1983-08-22	1987-09-15	  1.06E+01  	  7.00E+01  	  2.62E+01
01078	SILVER   SEDMG/KG DRY WGT 	SILVER IN BOTTOM DEPOSITS (MG/KG AS AG DRY WGT)   	2     	4     	1983-08-22	1987-09-15	  1.10E+00  	  9.00E-01  	  1.95E+00
01092	ZINC     ZN,TOT   UG/L    	ZINC, TOTAL (UG/L AS ZN)                          	5     	17    	1976-09-27	1987-09-15	  1.00E+02  	  6.80E+01  	  3.89E+01
01093	ZINC     SEDMG/KG DRY WGT 	ZINC IN BOTTOM DEPOSITS (MG/KG AS ZN DRY WGT)     	18    	160   	1976-09-27	1987-09-15	  1.01E+02  	  9.60E+01  	  2.31E+02
01097	ANTIMONY SB,TOT   UG/L    	ANTIMONY, TOTAL (UG/L AS SB)                      	2     	6     	1980-09-08	1987-09-15	  1.00E+00  	  7.79E+02  	  1.35E+02
01098	ANTIMONY SEDMG/KG DRY WGT 	ANTIMONY IN BOTTOM DEPOSITS (MG/KG AS SB DRY WGT) 	2     	5     	1980-09-08	1987-09-15	  1.00E+00  	  6.10E+03  	  1.22E+03
01099	ANTIMONY TIS-WET  MG/KG   	ANTIMONY,TISSUE,WET WEIGHT,MG/KG                  	2     	7     	1980-09-09	1987-09-16	  1.00E+00  	  7.00E-02  	  2.66E+00
01140	SILICON  SI,DISS  UG/L    	SILICON, DISSOLVED (UG/L AS SI)                   	1     	1     	1994-06-29	1994-06-29	  1.87E+04  	  1.87E+04  	  1.87E+04
01147	SELENIUM SE,TOT   UG/L    	SELENIUM, TOTAL (UG/L AS SE)                      	2     	5     	1983-08-22	1987-09-15	  2.00E+01  	  5.00E-01  	  4.70E+00
01148	SELENIUM SEDMG/KG DRY WGT 	SELENIUM IN BOTTOM DEPOSITS (MG/KG AS SE DRY WGT) 	2     	4     	1983-08-22	1987-09-15	  1.00E-01  	  2.50E-02  	  4.13E-01
01149	SELENIUM TISMG/KG WET WGT 	SELENIUM, TOTAL IN FISH OR ANIMALS WET WGT MG/KG  	2     	6     	1983-08-22	1987-09-16	  1.00E+00  	  8.00E-03  	  4.61E-01
03726	TOC      ELUTRIAT MG/L    	TOTAL ORGANIC CARBON (TOC),LIQ FRAC,ELUTRIATE MG/L	18    	18    	1986-04-01	1989-06-01	  1.00E+00  	  9.00E-01  	  6.67E-01
30344	PCD12378 DIOXIN   TIS PG/G	PENTACHLORODIBENZO-P-DIOXIN,12378,FISH,WET WT,PG/G	1     	2     	1984-08-01	1984-08-01	  1.94E+00  	  5.33E+00  	  3.64E+00
30345	HCD12347 8 DIOXIN TIS PG/G	HEXACHLORODIBENZO-P-DIOXIN,123478,FISH,WET WT,PG/G	1     	2     	1984-08-01	1984-08-01	  1.50E+00  	  3.31E+00  	  2.41E+00
30346	HCD12367 8 DIOXIN TIS PG/G	HEXACHLORODIBENZO-P-DIOXIN,123678,FISH,WET WT,PG/G	1     	2     	1984-08-01	1984-08-01	  2.25E+00  	  5.80E+00  	  4.03E+00
30347	HCD12378 9 DIOXIN TIS PG/G	HEXACHLORODIBENZO-P-DIOXIN,123789,FISH,WET WT,PG/G	1     	2     	1984-08-01	1984-08-01	  1.50E+00  	  2.48E+00  	  1.99E+00
30348	HCD12346 78DIOXIN FISHPG/G	HEPTACHLORODIBENZO-P-DIOXIN,1234678,TIS,WETWT,PG/G	1     	2     	1984-08-01	1984-08-01	  4.00E+00  	  6.96E+00  	  5.48E+00
30349	TCD2378  FURAN    TIS PG/G	TETRACHLORODIBENZOFURAN, 2378- , FISH,WET WT.,PG/G	1     	2     	1984-08-01	1984-08-01	  2.90E-01  	  8.90E-01  	  5.90E-01
30350	PCD12378 FURAN    TIS PG/G	PENTACHLORODIBENZOFURAN,12378- , FISH,WET WT.,PG/G	1     	2     	1984-08-01	1984-08-01	  9.20E-01  	  9.30E-01  	  9.25E-01
30351	PCD23478 FURAN    TIS PG/G	PENTACHLORODIBENZOFURAN,23478- , FISH,WET WT.,PG/G	1     	2     	1984-08-01	1984-08-01	  1.33E+00  	  6.20E-01  	  9.75E-01
30352	HCD12347 8 FURAN  TIS PG/G	HEXACHLORODIBENZOFURAN,123478- , FISH,WET WT.,PG/G	1     	2     	1984-08-01	1984-08-01	  1.24E+00  	  7.80E-01  	  1.01E+00
30353	HCD12367 8 FURAN  TIS PG/G	HEXACHLORODIBENZOFURAN,123678- , FISH,WET WT.,PG/G	1     	2     	1984-08-01	1984-08-01	  1.35E+00  	  7.80E-01  	  1.07E+00
30354	HCD12378 9 FURAN  TIS PG/G	HEXACHLORODIBENZOFURAN,123789- , FISH,WET WT.,PG/G	1     	2     	1984-08-01	1984-08-01	  7.70E-01  	  7.80E-01  	  7.75E-01
30355	HCD23467 8 FURAN  TIS PG/G	HEXACHLORODIBENZOFURAN,234678- , FISH,WET WT.,PG/G	1     	2     	1984-08-01	1984-08-01	  2.72E+00  	  7.80E-01  	  1.75E+00
30356	HCD12346 78 FURAN TIS PG/G	HEPTACHLORODIBENZOFURAN,1234678- ,FISH,WET WT,PG/G	1     	2     	1984-08-01	1984-08-01	  1.13E+00  	  6.57E+00  	  3.85E+00
30357	HCD12347 89 FURAN TIS PG/G	HEPTACHLORODIBENZOFURAN,1234789- ,FISH,WET WT,PG/G	1     	2     	1984-08-01	1984-08-01	  1.12E+00  	  1.64E+00  	  1.38E+00
31504	TOT COLI MFIM LES /100ML  	COLIFORM,TOT,MEMBR FILTER,IMMED,LES ENDO AGAR,35C 	2     	10    	1980-01-14	1980-03-11	  1.00E+00  	  9.00E+00  	  1.17E+02
31505	TOT COLI MPN CONF /100ML  	COLIFORM,TOT,MPN,CONFIRMED TEST,35C (TUBE 31506)  	82    	6679  	1973-01-03	1992-10-05	   .00E+00  	  9.50E+02  	  8.98E+02
31613	FEC COLI M-FCAGAR /100ML  	FECAL COLIFORM,MEMBR FILTER,M-FC AGAR,44.5C,24HR  	1     	1     	1994-06-29	1994-06-29	  8.70E+01  	  8.70E+01  	  8.70E+01
31615	FEC COLI MPNECMED /100ML  	FECAL COLIFORM,MPN,EC MED,44.5C (TUBE 31614)      	82    	6915  	1973-01-03	1992-10-05	  1.00E+01  	  9.40E+01  	  1.32E+02
31616	FEC COLI MFM-FCBR /100ML  	FECAL COLIFORM,MEMBR FILTER,M-FC BROTH,44.5 C     	51    	2466  	1980-01-14	1996-07-31	   .00E+00  	  9.90E+01  	  2.47E+01
31621	FEC COLI A-1M H20 MPN     	FECAL COLIFORM,A-1 MOD,WATER,44.5C,24HR MPN/100ML 	7     	26    	1974-02-01	1975-10-01	  2.30E+01  	  4.00E+00  	  3.81E+00
31626	FECSTREP MPNADPS  E #/100M	FECAL STREP, 5 TUBE MPN AD PSE  #/100 ML          	6     	18    	1974-02-01	1975-10-01	  1.50E+02  	  6.00E+00  	  1.14E+01
31628	TOT COLI MF VERI  #/100ML 	TOTAL COLIFORM,MF,MFC MEDIUM,VERIFIED #/100ML     	7     	25    	1974-03-01	1975-10-01	  1.40E+02  	  9.30E+01  	  1.12E+03
31639	ENTCOCCI GR D,MF  #/100ML 	ENTEROCOCCI GROUP D,MF TRANS,M-E,EIA  #/100ML     	62    	4804  	1987-03-09	1998-12-27	   .00E+00  	  9.80E+01  	  1.70E+01
31678	FECSTREP MPN      TUBECODE	FECAL STREPTOCOCCI,MPN,AD-EVA,TUBE CONFIGURATION  	62    	489   	1973-04-11	1987-02-09	   .00E+00  	  9.40E+01  	  1.41E+02
32101	DICLBRMT  TOTUG/L         	BROMODICHLOROMETHANE,WHOLE WATER,UG/L             	4     	6     	1980-09-08	1986-05-19	  1.00E+01  	  5.00E+00  	  5.07E+00
32102	CARBNTET  TOTUG/L         	CARBON TETRACHLORIDE,WHOLE WATER,UG/L             	2     	4     	1980-09-08	1983-09-19	  1.00E+01  	  5.00E+00  	  7.50E+00
32103	12DICLET  TOTUG/L         	1,2-DICHLOROETHANE,WHOLE WATER,UG/L               	2     	4     	1980-09-08	1983-09-19	  1.00E+01  	  5.00E+00  	  9.75E+00
32104	BROMOFRM WHL-WTR  UG/L    	BROMOFORM,WHOLE WATER,UG/L                        	2     	4     	1980-09-08	1983-09-19	  1.00E+01  	  5.00E+00  	  7.50E+00
32105	CLDIBRMT  TOTUG/L         	DIBROMOCHLOROMETHANE,WHOLE WATER,UG/L             	4     	6     	1980-09-08	1986-05-19	  1.00E+01  	  5.00E-01  	  5.17E+00
32106	CHLRFORM  TOTUG/L         	CHLOROFORM,WHOLE WATER,UG/L                       	7     	10    	1980-09-08	1986-09-02	  1.00E+01  	  5.00E+00  	  3.12E+00
32209	CHLRPHYL A        UG/L    	CHLOROPHYLL A UG/L FLUOROMETRIC CORRECTED         	53    	1771  	1980-09-08	1997-10-20	  1.00E+02  	  9.90E+00  	  1.23E+01
32230	CHLRPHYL A        MG/L    	CHLOROPHYLL A (MG/L)                              	54    	225   	1986-04-01	1996-10-18	  1.00E-05  	  9.85E-03  	  1.10E-01
34010	TOLUENE   TOT UG/L        	TOLUENE IN WTR SMPLE GC-MS, HEXADECONE EXTR.(UG/L)	7     	10    	1980-09-08	1986-09-02	  1.00E+01  	  5.00E-01  	  3.18E+00
34030	BENZENE   TOT UG/L        	BENZENE IN WTR SMPLE GC-MS, HEXADECONE EXTR.(UG/L)	7     	10    	1980-09-08	1986-09-02	  1.00E+01  	  5.00E-01  	  3.18E+00
34200	ACENAPHT HYLENE   TOTWUG/L	ACENAPHTHYLENE                            TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34203	ACNAPTHY SEDUG/KG DRY WGT 	ACENAPHTHYLENE                     DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34204	ACNAPTHY TISMG/KG WET WGT 	ACENAPHTHYLENE                     WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34205	ACENAPHT HENE     TOTWUG/L	ACENAPHTHENE                              TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34208	ACNAPTHE SEDUG/KG DRY WGT 	ACENAPHTHENE                       DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34209	ACNAPTHE TISMG/KG WET WGT 	ACENAPHTHENE                       WET WGTTISMG/KG	1     	1     	1980-09-09	1980-09-09	  5.00E-01  	  5.00E-01  	  5.00E-01
34210	ACROLEIN  TOTWUG/L        	ACROLEIN                                  TOTWUG/L	2     	4     	1980-09-08	1983-09-19	  1.00E+02  	  1.00E+02  	  1.00E+02
34213	ACROLEIN SEDUG/KG DRY WGT 	ACROLEIN                           DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+02  	  5.00E+01  	  7.78E+01
34214	ACROLEIN TISMG/KG WET WGT 	ACROLEIN                           WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  1.40E-01  	  5.50E-01  	  7.27E+00
34215	ACRYLONI TRILE    TOTWUG/L	ACRYLONITRILE                             TOTWUG/L	2     	4     	1980-09-08	1983-09-19	  1.00E+02  	  1.00E+02  	  1.00E+02
34218	ACRYLNIT SEDUG/KG DRY WGT 	ACRYLONITRILE                      DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+02  	  5.00E+01  	  7.78E+01
34219	ACRYLNIT TISMG/KG WET WGT 	ACRYLONITRILE                      WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  5.00E+01  	  5.00E-02  	  7.19E+00
34220	ANTHRACE NE       TOTWUG/L	ANTHRACENE                                TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34223	ANTHRACE SEDUG/KG DRY WGT 	ANTHRACENE                         DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34224	ANTHRACE TISMG/KG WET WGT 	ANTHRACENE                         WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34230	BENZBFLU ORANT TO TAL UG/L	BENZO(B)FLUORANTHENE,WHOLE WATER,UG/L             	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34233	BENZBFLU ORANTMUD DRYUG/KG	BENZO(B)FLUORANTHENE,SEDIMENTS,DRY WGT,UG/KG      	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34234	BENZBFLU ORANTTIS WETMG/KG	BENZO(B)FLUORANTHENE,TISSUE,WET WGT,MG/KG         	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34237	BENZENE  SEDUG/KG DRY WGT 	BENZENE                            DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  2.50E+00  	  6.11E+00
34238	BENZENE  TISMG/KG WET WGT 	BENZENE                            WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  2.50E+00  	  7.00E-03  	  3.74E-01
34241	BENZIDIN TISMG/KG WET WGT 	BENZIDINE                          WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  1.60E+00  	  5.00E-01  	  2.23E+00
34242	BENZO(K) FLUORANT TOTWUG/L	BENZO(K)FLUORANTHENE, TOTAL, WATER            UG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34245	BENZKFLU SEDUG/KG DRY WGT 	BENZO(K)FLUORANTHENE, DRY WT, SEDIMENT       UG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34246	BENZKFLU TISMG/KG WET WGT 	BENZO(K)FLUORANTHENE, WET WT, TISSUE         MG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34247	BENZO(A) PYRENE   TOTWUG/L	BENZO-A-PYRENE                            TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34250	BENZAPYR SEDUG/KG DRY WGT 	BENZO-A-PYRENE                     DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34251	BENZAPYR TISMG/KG WET WGT 	BENZO-A-PYRENE                     WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34252	BERYLIUM TISMG/KG WET WGT 	BERYLLIUM                          WET WGTTISMG/KG	2     	7     	1980-09-09	1987-09-16	  1.50E-02  	  5.00E-02  	  8.42E-01
34257	BETA BHC SEDUG/KG DRY WGT 	B-BHC-BETA                         DRY WGTBOTUG/KG	2     	3     	1980-09-10	1987-09-15	  3.30E-01  	  3.38E+01  	  1.12E+03
34258	BETA BHC TISMG/KG WET WGT 	B-BHC-BETA                         WET WGTTISMG/KG	2     	8     	1980-09-09	1987-09-16	  2.00E-03  	  8.00E-03  	  9.61E-03
34259	DELTABHC  TOTUG/L         	DELTA BENZENE HEXACHLORIDE                TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+00  	  5.00E-02  	  8.10E-01
